date,portfolio_id,portfolio_name,risk_profile,portfolio_value_cad,daily_return,cumulative_return,benchmark_return,benchmark_cumulative_return,active_return,contribution_cad,withdrawal_cad,net_flow_cad
2025-07-16,PF002,Balanced Growth,Balanced,48174687.616675,-1.3e-05,6.7e-05,0.003458,0.121017,-0.003471,0.0,0.0,0.0
2025-07-17,PF002,Balanced Growth,Balanced,48194421.572827,0.00041,0.000477,0.004034,0.125539,-0.003624,0.0,0.0,0.0
2025-07-18,PF002,Balanced Growth,Balanced,48190040.196538,-9.1e-05,0.000386,0.004218,0.130287,-0.004309,0.0,0.0,0.0
2025-07-21,PF002,Balanced Growth,Balanced,48041421.442702,-0.003084,-0.002699,0.003067,0.133754,-0.006151,0.0,0.0,0.0
2025-07-22,PF002,Balanced Growth,Balanced,47941562.917881,-0.002079,-0.004772,0.001552,0.135513,-0.003631,0.0,0.0,0.0
2025-07-23,PF002,Balanced Growth,Balanced,47955006.834669,0.00028,-0.004493,-0.001632,0.13366,0.001912,0.0,0.0,0.0
2025-07-24,PF002,Balanced Growth,Balanced,48066725.069609,0.00233,-0.002174,0.001223,0.135046,0.001107,0.0,0.0,0.0
2025-07-25,PF002,Balanced Growth,Balanced,47959790.818884,-0.002225,-0.004394,-0.000861,0.134069,-0.001364,0.0,0.0,0.0
2025-07-28,PF002,Balanced Growth,Balanced,48237147.523958,0.005783,0.001364,0.001366,0.135618,0.004417,0.0,0.0,0.0
2025-07-29,PF002,Balanced Growth,Balanced,48168138.438082,-0.001431,-6.9e-05,-0.010404,0.123803,0.008973,0.0,0.0,0.0
2025-07-30,PF002,Balanced Growth,Balanced,48128345.892008,-0.000826,-0.000895,0.008832,0.133729,-0.009658,0.0,0.0,0.0
2025-07-31,PF002,Balanced Growth,Balanced,48209661.587261,0.001379,0.000483,0.000657,0.134474,0.000722,14934.31,0.0,14934.31
2025-08-01,PF002,Balanced Growth,Balanced,48266381.78213,0.001177,0.00166,0.002382,0.137176,-0.001205,0.0,0.0,0.0
2025-08-04,PF002,Balanced Growth,Balanced,48678696.325483,0.008542,0.010217,0.005009,0.142872,0.003533,0.0,0.0,0.0
2025-08-05,PF002,Balanced Growth,Balanced,48799681.663364,0.002485,0.012728,0.005272,0.148897,-0.002787,0.0,0.0,0.0
2025-08-06,PF002,Balanced Growth,Balanced,49306115.825527,0.010378,0.023238,0.010264,0.16069,0.000114,0.0,0.0,0.0
2025-08-07,PF002,Balanced Growth,Balanced,48767256.953038,-0.010929,0.012055,-0.001784,0.158619,-0.009145,0.0,0.0,0.0
2025-08-08,PF002,Balanced Growth,Balanced,48995234.21576,0.004675,0.016786,0.002421,0.161424,0.002254,0.0,0.0,0.0
2025-08-11,PF002,Balanced Growth,Balanced,49036056.129726,0.000833,0.017633,0.005795,0.168154,-0.004962,0.0,0.0,0.0
2025-08-12,PF002,Balanced Growth,Balanced,49111553.199695,0.00154,0.0192,0.003678,0.172451,-0.002138,0.0,0.0,0.0
2025-08-13,PF002,Balanced Growth,Balanced,49155417.647814,0.000893,0.02011,0.00524,0.178594,-0.004347,0.0,0.0,0.0
2025-08-14,PF002,Balanced Growth,Balanced,49171840.458323,0.000334,0.020451,-0.002992,0.175068,0.003326,0.0,0.0,0.0
2025-08-15,PF002,Balanced Growth,Balanced,49767722.250911,0.012118,0.032817,0.003753,0.179478,0.008365,0.0,0.0,0.0
2025-08-18,PF002,Balanced Growth,Balanced,49867198.2787,0.001999,0.034882,0.007494,0.188317,-0.005495,0.0,0.0,0.0
2025-08-19,PF002,Balanced Growth,Balanced,49743013.088283,-0.00249,0.032305,-0.000774,0.187397,-0.001716,0.0,0.0,0.0
2025-08-20,PF002,Balanced Growth,Balanced,49498730.032295,-0.004911,0.027235,0.01279,0.202584,-0.017701,0.0,0.0,0.0
2025-08-21,PF002,Balanced Growth,Balanced,49551697.527308,0.00107,0.028334,-0.00759,0.193457,0.00866,0.0,0.0,0.0
2025-08-22,PF002,Balanced Growth,Balanced,49718237.741933,0.003361,0.031791,-0.005612,0.186759,0.008973,0.0,0.0,0.0
2025-08-25,PF002,Balanced Growth,Balanced,49775739.940777,0.001157,0.032984,-0.002621,0.183648,0.003778,0.0,0.0,0.0
2025-08-26,PF002,Balanced Growth,Balanced,49985454.426536,0.004213,0.037336,0.00261,0.186738,0.001603,0.0,0.0,0.0
2025-08-27,PF002,Balanced Growth,Balanced,49971528.555086,-0.000279,0.037047,-0.001482,0.184979,0.001203,0.0,0.0,0.0
2025-08-28,PF002,Balanced Growth,Balanced,49834633.593023,-0.002739,0.034206,-0.011302,0.171586,0.008563,0.0,0.0,0.0
2025-08-29,PF002,Balanced Growth,Balanced,49690419.65317,-0.002894,0.031213,0.000858,0.172592,-0.003752,0.0,0.0,0.0
2025-09-01,PF002,Balanced Growth,Balanced,49826700.036549,0.002743,0.034041,0.005536,0.179083,-0.002793,0.0,0.0,0.0
2025-09-02,PF002,Balanced Growth,Balanced,49849650.893482,0.000461,0.034518,-0.003815,0.174585,0.004276,0.0,0.0,0.0
2025-09-03,PF002,Balanced Growth,Balanced,50028223.123992,0.003582,0.038224,-0.001275,0.173087,0.004857,0.0,0.0,0.0
2025-09-04,PF002,Balanced Growth,Balanced,50143279.995594,0.0023,0.040611,0.004335,0.178173,-0.002035,0.0,0.0,0.0
2025-09-05,PF002,Balanced Growth,Balanced,50044027.616726,-0.001979,0.038552,-0.000595,0.177472,-0.001384,0.0,0.0,0.0
2025-09-08,PF002,Balanced Growth,Balanced,50254844.363255,0.004213,0.042927,-0.00266,0.17434,0.006873,0.0,0.0,0.0
2025-09-09,PF002,Balanced Growth,Balanced,50027950.063868,-0.004515,0.038218,-0.00181,0.172214,-0.002705,0.0,0.0,0.0
2025-09-10,PF002,Balanced Growth,Balanced,49922015.720327,-0.002118,0.036019,0.010427,0.184437,-0.012545,0.0,0.0,0.0
2025-09-11,PF002,Balanced Growth,Balanced,49758577.894981,-0.003274,0.032628,0.001909,0.186698,-0.005183,0.0,0.0,0.0
2025-09-12,PF002,Balanced Growth,Balanced,49662019.730377,-0.001941,0.030624,0.000202,0.186937,-0.002143,0.0,0.0,0.0
2025-09-15,PF002,Balanced Growth,Balanced,49403107.434797,-0.005213,0.025251,-0.004839,0.181194,-0.000374,0.0,0.0,0.0
2025-09-16,PF002,Balanced Growth,Balanced,49425703.182638,0.000457,0.02572,0.007837,0.190451,-0.00738,0.0,0.0,0.0
2025-09-17,PF002,Balanced Growth,Balanced,49104838.444706,-0.006492,0.019061,-0.008904,0.179851,0.002412,0.0,0.0,0.0
2025-09-18,PF002,Balanced Growth,Balanced,49038818.938646,-0.001344,0.017691,0.001846,0.182029,-0.00319,0.0,0.0,0.0
2025-09-19,PF002,Balanced Growth,Balanced,48495466.873483,-0.01108,0.006415,-0.004767,0.176394,-0.006313,0.0,0.0,0.0
2025-09-22,PF002,Balanced Growth,Balanced,48733378.152725,0.004906,0.011352,-0.007702,0.167334,0.012608,0.0,0.0,0.0
2025-09-23,PF002,Balanced Growth,Balanced,48636659.719508,-0.001985,0.009345,0.000448,0.167857,-0.002433,0.0,0.0,0.0
2025-09-24,PF002,Balanced Growth,Balanced,48717298.859094,0.001658,0.011018,0.007969,0.177163,-0.006311,0.0,0.0,0.0
2025-09-25,PF002,Balanced Growth,Balanced,49098597.908698,0.007827,0.018931,0.006459,0.184767,0.001368,0.0,0.0,0.0
2025-09-26,PF002,Balanced Growth,Balanced,49203958.338807,0.002146,0.021118,0.003084,0.188421,-0.000938,0.0,0.0,0.0
2025-09-29,PF002,Balanced Growth,Balanced,49072309.866717,-0.002676,0.018386,0.010696,0.201132,-0.013372,0.0,0.0,0.0
2025-09-30,PF002,Balanced Growth,Balanced,49470358.450597,0.007842,0.026372,0.015017,0.219169,-0.007175,15469.65,2267.15,13202.5
2025-10-01,PF002,Balanced Growth,Balanced,49378707.67467,-0.001853,0.024471,0.009119,0.230287,-0.010972,0.0,0.0,0.0
2025-10-02,PF002,Balanced Growth,Balanced,49292426.964967,-0.001747,0.022681,-0.004991,0.224147,0.003244,0.0,0.0,0.0
2025-10-03,PF002,Balanced Growth,Balanced,49294930.218655,5.1e-05,0.022733,0.00747,0.233291,-0.007419,0.0,0.0,0.0
2025-10-06,PF002,Balanced Growth,Balanced,49815075.548745,0.010552,0.033524,0.000526,0.23394,0.010026,0.0,0.0,0.0
2025-10-07,PF002,Balanced Growth,Balanced,49975312.916913,0.003217,0.036849,0.002598,0.237145,0.000619,0.0,0.0,0.0
2025-10-08,PF002,Balanced Growth,Balanced,49885557.924862,-0.001796,0.034987,-0.002433,0.234135,0.000637,0.0,0.0,0.0
2025-10-09,PF002,Balanced Growth,Balanced,50275462.068041,0.007816,0.043076,0.008553,0.244691,-0.000737,0.0,0.0,0.0
2025-10-10,PF002,Balanced Growth,Balanced,50343565.636147,0.001355,0.044489,-0.004458,0.239142,0.005813,0.0,0.0,0.0
2025-10-13,PF002,Balanced Growth,Balanced,50125801.665255,-0.004326,0.039971,0.002993,0.242851,-0.007319,0.0,0.0,0.0
2025-10-14,PF002,Balanced Growth,Balanced,50169614.510588,0.000874,0.04088,-0.014382,0.224976,0.015256,0.0,0.0,0.0
2025-10-15,PF002,Balanced Growth,Balanced,50101427.399372,-0.001359,0.039465,0.016957,0.245748,-0.018316,0.0,0.0,0.0
2025-10-16,PF002,Balanced Growth,Balanced,49959810.628424,-0.002827,0.036527,0.00189,0.248103,-0.004717,0.0,0.0,0.0
2025-10-17,PF002,Balanced Growth,Balanced,50216583.711831,0.00514,0.041854,0.002304,0.250978,0.002836,0.0,0.0,0.0
2025-10-20,PF002,Balanced Growth,Balanced,50249388.002166,0.000653,0.042535,-0.00362,0.24645,0.004273,0.0,0.0,0.0
2025-10-21,PF002,Balanced Growth,Balanced,50097438.754971,-0.003024,0.039383,0.007488,0.255783,-0.010512,0.0,0.0,0.0
2025-10-22,PF002,Balanced Growth,Balanced,50139155.583334,0.000833,0.040248,-0.006873,0.247152,0.007706,0.0,0.0,0.0
2025-10-23,PF002,Balanced Growth,Balanced,50364763.812108,0.0045,0.044929,0.00286,0.250719,0.00164,0.0,0.0,0.0
2025-10-24,PF002,Balanced Growth,Balanced,50184516.231689,-0.003579,0.041189,0.0018,0.25297,-0.005379,0.0,0.0,0.0
2025-10-27,PF002,Balanced Growth,Balanced,50395590.003586,0.004206,0.045568,-0.000767,0.252009,0.004973,0.0,0.0,0.0
2025-10-28,PF002,Balanced Growth,Balanced,50575642.30726,0.003573,0.049304,0.01182,0.266808,-0.008247,0.0,0.0,0.0
2025-10-29,PF002,Balanced Growth,Balanced,50755269.011567,0.003552,0.053031,-0.001459,0.26496,0.005011,0.0,0.0,0.0
2025-10-30,PF002,Balanced Growth,Balanced,50487243.371847,-0.005281,0.04747,0.00012,0.265111,-0.005401,0.0,0.0,0.0
2025-10-31,PF002,Balanced Growth,Balanced,50473596.852972,-0.00057,0.046872,0.004033,0.270214,-0.004603,15155.04,0.0,15155.04
2025-11-03,PF002,Balanced Growth,Balanced,50591935.713192,0.002345,0.049327,0.005648,0.277388,-0.003303,0.0,0.0,0.0
2025-11-04,PF002,Balanced Growth,Balanced,50496882.376173,-0.001879,0.047355,-0.002298,0.274452,0.000419,0.0,0.0,0.0
2025-11-05,PF002,Balanced Growth,Balanced,50270625.482036,-0.004481,0.042662,0.006895,0.28324,-0.011376,0.0,0.0,0.0
2025-11-06,PF002,Balanced Growth,Balanced,50343594.169893,0.001452,0.044176,0.011534,0.298041,-0.010082,0.0,0.0,0.0
2025-11-07,PF002,Balanced Growth,Balanced,50144829.117887,-0.003948,0.040053,-0.001513,0.296077,-0.002435,0.0,0.0,0.0
2025-11-10,PF002,Balanced Growth,Balanced,50229810.736218,0.001695,0.041816,0.014498,0.314867,-0.012803,0.0,0.0,0.0
2025-11-11,PF002,Balanced Growth,Balanced,50118970.390135,-0.002207,0.039517,0.002581,0.318261,-0.004788,0.0,0.0,0.0
2025-11-12,PF002,Balanced Growth,Balanced,50385357.496487,0.005315,0.045042,0.0047,0.324457,0.000615,0.0,0.0,0.0
2025-11-13,PF002,Balanced Growth,Balanced,50334654.856919,-0.001006,0.043991,0.011795,0.340079,-0.012801,0.0,0.0,0.0
2025-11-14,PF002,Balanced Growth,Balanced,50147054.613605,-0.003727,0.0401,-0.001764,0.337715,-0.001963,0.0,0.0,0.0
2025-11-17,PF002,Balanced Growth,Balanced,50168573.517562,0.000429,0.040546,0.005501,0.345074,-0.005072,0.0,0.0,0.0
2025-11-18,PF002,Balanced Growth,Balanced,50034049.870391,-0.002681,0.037756,0.004236,0.350771,-0.006917,0.0,0.0,0.0
2025-11-19,PF002,Balanced Growth,Balanced,49884895.022032,-0.002981,0.034662,-0.008187,0.339713,0.005206,0.0,0.0,0.0
2025-11-20,PF002,Balanced Growth,Balanced,49703668.798527,-0.003633,0.030903,-0.008358,0.328515,0.004725,0.0,0.0,0.0
2025-11-21,PF002,Balanced Growth,Balanced,49941494.418961,0.004785,0.035836,0.006327,0.336921,-0.001542,0.0,0.0,0.0
2025-11-24,PF002,Balanced Growth,Balanced,49936372.635592,-0.000103,0.03573,-0.00261,0.333431,0.002507,0.0,0.0,0.0
2025-11-25,PF002,Balanced Growth,Balanced,49837907.330396,-0.001972,0.033687,0.002514,0.336784,-0.004486,0.0,0.0,0.0
2025-11-26,PF002,Balanced Growth,Balanced,49922032.821202,0.001688,0.035432,-0.004359,0.330957,0.006047,0.0,0.0,0.0
2025-11-27,PF002,Balanced Growth,Balanced,49503085.742287,-0.008392,0.026743,4.3e-05,0.331014,-0.008435,0.0,0.0,0.0
2025-11-28,PF002,Balanced Growth,Balanced,49623114.737115,0.002425,0.029232,0.000835,0.332125,0.00159,0.0,0.0,0.0
2025-12-01,PF002,Balanced Growth,Balanced,49605914.600614,-0.000347,0.028876,-0.005112,0.325315,0.004765,0.0,0.0,0.0
2025-12-02,PF002,Balanced Growth,Balanced,49522317.92344,-0.001685,0.027142,-0.013899,0.306895,0.012214,0.0,0.0,0.0
2025-12-03,PF002,Balanced Growth,Balanced,49893670.321097,0.007499,0.034844,0.000577,0.307649,0.006922,0.0,0.0,0.0
2025-12-04,PF002,Balanced Growth,Balanced,49689981.024009,-0.004082,0.030619,-0.012831,0.29087,0.008749,0.0,0.0,0.0
2025-12-05,PF002,Balanced Growth,Balanced,49887454.457256,0.003974,0.034715,0.004278,0.296393,-0.000304,0.0,0.0,0.0
2025-12-08,PF002,Balanced Growth,Balanced,49890226.049887,5.6e-05,0.034773,-0.002068,0.293712,0.002124,0.0,0.0,0.0
2025-12-09,PF002,Balanced Growth,Balanced,49620200.057524,-0.005412,0.029172,0.005411,0.300712,-0.010823,0.0,0.0,0.0
2025-12-10,PF002,Balanced Growth,Balanced,49927418.984723,0.006191,0.035544,0.008043,0.311174,-0.001852,0.0,0.0,0.0
2025-12-11,PF002,Balanced Growth,Balanced,49749425.885823,-0.003565,0.031852,-0.004752,0.304943,0.001187,0.0,0.0,0.0
2025-12-12,PF002,Balanced Growth,Balanced,49554344.456994,-0.003921,0.027806,0.000886,0.306099,-0.004807,0.0,0.0,0.0
2025-12-15,PF002,Balanced Growth,Balanced,49123117.406453,-0.008702,0.018862,-0.003764,0.301183,-0.004938,0.0,0.0,0.0
2025-12-16,PF002,Balanced Growth,Balanced,49433145.760451,0.006311,0.025292,-0.002082,0.298474,0.008393,0.0,0.0,0.0
2025-12-17,PF002,Balanced Growth,Balanced,49402031.838481,-0.000629,0.024647,0.004613,0.304464,-0.005242,0.0,0.0,0.0
2025-12-18,PF002,Balanced Growth,Balanced,49360643.637301,-0.000838,0.023789,0.003273,0.308733,-0.004111,0.0,0.0,0.0
2025-12-19,PF002,Balanced Growth,Balanced,49515632.965495,0.00314,0.027003,-0.003653,0.303953,0.006793,0.0,0.0,0.0
2025-12-22,PF002,Balanced Growth,Balanced,49438275.471559,-0.001562,0.025399,-0.005198,0.297175,0.003636,0.0,0.0,0.0
2025-12-23,PF002,Balanced Growth,Balanced,49867239.514278,0.008677,0.034296,-0.003178,0.293052,0.011855,0.0,0.0,0.0
2025-12-24,PF002,Balanced Growth,Balanced,49936290.451662,0.001385,0.035728,0.006607,0.301595,-0.005222,0.0,0.0,0.0
2025-12-25,PF002,Balanced Growth,Balanced,49666644.940404,-0.0054,0.030135,0.005095,0.308227,-0.010495,0.0,0.0,0.0
2025-12-26,PF002,Balanced Growth,Balanced,49439068.252388,-0.004582,0.025415,-0.000964,0.306966,-0.003618,0.0,0.0,0.0
2025-12-29,PF002,Balanced Growth,Balanced,49306156.447501,-0.002688,0.022658,2.5e-05,0.306999,-0.002713,0.0,0.0,0.0
2025-12-30,PF002,Balanced Growth,Balanced,49224005.035036,-0.001666,0.020955,0.014019,0.325321,-0.015685,0.0,0.0,0.0
2025-12-31,PF002,Balanced Growth,Balanced,49251969.071578,0.000261,0.021221,0.008991,0.337237,-0.00873,15129.47,0.0,15129.47
2025-01-02,PF003,Growth Plus,Growth,27094637.755243,0.0,0.0,-0.004128,-0.004128,0.004128,0.0,0.0,0.0
2025-01-03,PF003,Growth Plus,Growth,27060397.739779,-0.001264,-0.001264,0.008048,0.003887,-0.009312,0.0,0.0,0.0
2025-01-06,PF003,Growth Plus,Growth,27365073.334857,0.011259,0.009981,-0.000808,0.003076,0.012067,0.0,0.0,0.0
2025-01-07,PF003,Growth Plus,Growth,27249416.999307,-0.004226,0.005713,-0.016564,-0.013539,0.012338,0.0,0.0,0.0
2025-01-08,PF003,Growth Plus,Growth,27233067.540182,-0.0006,0.005109,0.006919,-0.006714,-0.007519,0.0,0.0,0.0
2025-01-09,PF003,Growth Plus,Growth,27411611.891561,0.006556,0.011699,0.017074,0.010245,-0.010518,0.0,0.0,0.0
2025-01-10,PF003,Growth Plus,Growth,27233842.977461,-0.006485,0.005138,0.001756,0.012019,-0.008241,0.0,0.0,0.0
2025-01-13,PF003,Growth Plus,Growth,27115888.530201,-0.004331,0.000784,-0.012984,-0.001121,0.008653,0.0,0.0,0.0
2025-01-14,PF003,Growth Plus,Growth,27162244.904343,0.00171,0.002495,0.005366,0.004239,-0.003656,0.0,0.0,0.0
2025-01-15,PF003,Growth Plus,Growth,27322545.088565,0.005902,0.008412,-0.000143,0.004096,0.006045,0.0,0.0,0.0
2025-01-16,PF003,Growth Plus,Growth,27142069.749353,-0.006605,0.001751,0.002555,0.006661,-0.00916,0.0,0.0,0.0
2025-01-17,PF003,Growth Plus,Growth,26977084.965601,-0.006079,-0.004339,0.003929,0.010616,-0.010008,0.0,0.0,0.0
2025-01-20,PF003,Growth Plus,Growth,26712473.126189,-0.009809,-0.014105,0.002838,0.013484,-0.012647,0.0,0.0,0.0
2025-01-21,PF003,Growth Plus,Growth,26597858.053264,-0.004291,-0.018335,0.015236,0.028926,-0.019527,0.0,0.0,0.0
2025-01-22,PF003,Growth Plus,Growth,26453963.904976,-0.00541,-0.023646,0.008198,0.037361,-0.013608,0.0,0.0,0.0
2025-01-23,PF003,Growth Plus,Growth,26663017.080756,0.007903,-0.01593,-0.007198,0.029894,0.015101,0.0,0.0,0.0
2025-01-24,PF003,Growth Plus,Growth,26873980.208084,0.007912,-0.008144,0.00267,0.032644,0.005242,0.0,0.0,0.0
2025-01-27,PF003,Growth Plus,Growth,27054917.260402,0.006733,-0.001466,0.015644,0.048799,-0.008911,0.0,0.0,0.0
2025-01-28,PF003,Growth Plus,Growth,26830256.741724,-0.008304,-0.009758,0.006038,0.055131,-0.014342,0.0,0.0,0.0
2025-01-29,PF003,Growth Plus,Growth,26567617.623281,-0.009789,-0.019451,0.001058,0.056248,-0.010847,0.0,0.0,0.0
2025-01-30,PF003,Growth Plus,Growth,26658811.518296,0.003433,-0.016085,-0.008966,0.046777,0.012399,0.0,0.0,0.0
2025-01-31,PF003,Growth Plus,Growth,26852198.240264,0.006666,-0.009526,0.017167,0.064747,-0.010501,15675.45,0.0,15675.45
2025-02-03,PF003,Growth Plus,Growth,26880688.26178,0.001061,-0.008476,-0.010287,0.053794,0.011348,0.0,0.0,0.0
2025-02-04,PF003,Growth Plus,Growth,27006483.626338,0.00468,-0.003835,-0.002477,0.051184,0.007157,0.0,0.0,0.0
2025-02-05,PF003,Growth Plus,Growth,27297364.693509,0.010771,0.006894,0.018004,0.07011,-0.007233,0.0,0.0,0.0
2025-02-06,PF003,Growth Plus,Growth,27367896.51421,0.002584,0.009496,0.000695,0.070853,0.001889,0.0,0.0,0.0
2025-02-07,PF003,Growth Plus,Growth,27221492.066489,-0.005349,0.004095,0.003662,0.074775,-0.009011,0.0,0.0,0.0
2025-02-10,PF003,Growth Plus,Growth,27240443.762163,0.000696,0.004794,0.002855,0.077843,-0.002159,0.0,0.0,0.0
2025-02-11,PF003,Growth Plus,Growth,27421697.739558,0.006654,0.01148,-0.001774,0.075931,0.008428,0.0,0.0,0.0
2025-02-12,PF003,Growth Plus,Growth,27593360.821742,0.00626,0.017812,0.006242,0.082647,1.8e-05,0.0,0.0,0.0
2025-02-13,PF003,Growth Plus,Growth,27464856.156536,-0.004657,0.013072,-0.015247,0.06614,0.01059,0.0,0.0,0.0
2025-02-14,PF003,Growth Plus,Growth,27597806.220925,0.004841,0.017976,-0.000878,0.065204,0.005719,0.0,0.0,0.0
2025-02-17,PF003,Growth Plus,Growth,27770291.717042,0.00625,0.024338,0.004807,0.070324,0.001443,0.0,0.0,0.0
2025-02-18,PF003,Growth Plus,Growth,27869469.245622,0.003571,0.027997,-0.001706,0.068498,0.005277,0.0,0.0,0.0
2025-02-19,PF003,Growth Plus,Growth,27589371.992696,-0.01005,0.017665,-0.003048,0.065242,-0.007002,0.0,0.0,0.0
2025-02-20,PF003,Growth Plus,Growth,27550388.405608,-0.001413,0.016227,0.009708,0.075583,-0.011121,0.0,0.0,0.0
2025-02-21,PF003,Growth Plus,Growth,27275747.757571,-0.009969,0.006097,0.006852,0.082953,-0.016821,0.0,0.0,0.0
2025-02-24,PF003,Growth Plus,Growth,27298362.792577,0.000829,0.006931,0.004059,0.087349,-0.00323,0.0,0.0,0.0
2025-02-25,PF003,Growth Plus,Growth,27408280.012058,0.004027,0.010985,0.010941,0.099245,-0.006914,0.0,0.0,0.0
2025-02-26,PF003,Growth Plus,Growth,27252940.413111,-0.005668,0.005255,-0.008257,0.090169,0.002589,0.0,0.0,0.0
2025-02-27,PF003,Growth Plus,Growth,27320290.727693,0.002471,0.00774,0.001668,0.091987,0.000803,0.0,0.0,0.0
2025-02-28,PF003,Growth Plus,Growth,27219397.758942,-0.004271,0.003436,-0.004639,0.086921,0.000368,15782.79,0.0,15782.79
2025-03-03,PF003,Growth Plus,Growth,27174436.735331,-0.001652,0.001779,-1e-05,0.086911,-0.001642,0.0,0.0,0.0
2025-03-04,PF003,Growth Plus,Growth,26996901.351852,-0.006533,-0.004766,0.009859,0.097626,-0.016392,0.0,0.0,0.0
2025-03-05,PF003,Growth Plus,Growth,27150282.239221,0.005681,0.000888,-0.006003,0.091037,0.011684,0.0,0.0,0.0
2025-03-06,PF003,Growth Plus,Growth,27197163.863121,0.001727,0.002616,0.003474,0.094828,-0.001747,0.0,0.0,0.0
2025-03-07,PF003,Growth Plus,Growth,27272875.559628,0.002784,0.005407,-0.006949,0.08722,0.009733,0.0,0.0,0.0
2025-03-10,PF003,Growth Plus,Growth,27442255.140683,0.006211,0.011652,-0.005407,0.081341,0.011618,0.0,0.0,0.0
2025-03-11,PF003,Growth Plus,Growth,27247352.689648,-0.007102,0.004467,0.001152,0.082587,-0.008254,0.0,0.0,0.0
2025-03-12,PF003,Growth Plus,Growth,26977124.254185,-0.009918,-0.005495,-0.003144,0.079183,-0.006774,0.0,0.0,0.0
2025-03-13,PF003,Growth Plus,Growth,26856764.676747,-0.004462,-0.009932,0.002325,0.081692,-0.006787,0.0,0.0,0.0
2025-03-14,PF003,Growth Plus,Growth,26705159.631717,-0.005645,-0.015521,0.008509,0.090896,-0.014154,0.0,0.0,0.0
2025-03-17,PF003,Growth Plus,Growth,26602797.135188,-0.003833,-0.019295,0.004246,0.095528,-0.008079,0.0,0.0,0.0
2025-03-18,PF003,Growth Plus,Growth,26741837.517451,0.005227,-0.014169,0.00234,0.098092,0.002887,0.0,0.0,0.0
2025-03-19,PF003,Growth Plus,Growth,26859970.719869,0.004418,-0.009814,-0.001913,0.095991,0.006331,0.0,0.0,0.0
2025-03-20,PF003,Growth Plus,Growth,26831389.159676,-0.001064,-0.010868,0.014862,0.11228,-0.015926,0.0,0.0,0.0
2025-03-21,PF003,Growth Plus,Growth,26724974.519602,-0.003966,-0.014791,0.012861,0.126585,-0.016827,0.0,0.0,0.0
2025-03-24,PF003,Growth Plus,Growth,26926056.505458,0.007524,-0.007378,0.010164,0.138035,-0.00264,0.0,0.0,0.0
2025-03-25,PF003,Growth Plus,Growth,27133681.702476,0.007711,0.000276,-0.007359,0.129661,0.01507,0.0,0.0,0.0
2025-03-26,PF003,Growth Plus,Growth,27152932.781665,0.000709,0.000986,-0.009718,0.118683,0.010427,0.0,0.0,0.0
2025-03-27,PF003,Growth Plus,Growth,27185076.203456,0.001184,0.002171,0.016013,0.136596,-0.014829,0.0,0.0,0.0
2025-03-28,PF003,Growth Plus,Growth,27325497.483881,0.005165,0.007347,0.004642,0.141872,0.000523,0.0,0.0,0.0
2025-03-31,PF003,Growth Plus,Growth,27535209.529654,0.007091,0.014491,0.006873,0.14972,0.000218,15934.09,0.0,15934.09
2025-04-01,PF003,Growth Plus,Growth,27559803.837952,0.000893,0.015397,0.013265,0.164971,-0.012372,0.0,0.0,0.0
2025-04-02,PF003,Growth Plus,Growth,27488708.373932,-0.00258,0.012778,0.00086,0.165973,-0.00344,0.0,0.0,0.0
2025-04-03,PF003,Growth Plus,Growth,27424894.339842,-0.002321,0.010427,0.002434,0.168811,-0.004755,0.0,0.0,0.0
2025-04-04,PF003,Growth Plus,Growth,27451190.429786,0.000959,0.011395,0.006416,0.17631,-0.005457,0.0,0.0,0.0
2025-04-07,PF003,Growth Plus,Growth,27432097.030011,-0.000696,0.010692,-0.002089,0.173853,0.001393,0.0,0.0,0.0
2025-04-08,PF003,Growth Plus,Growth,27650042.963609,0.007945,0.018722,0.006718,0.181739,0.001227,0.0,0.0,0.0
2025-04-09,PF003,Growth Plus,Growth,27700200.441749,0.001814,0.02057,-0.00186,0.179541,0.003674,0.0,0.0,0.0
2025-04-10,PF003,Growth Plus,Growth,27669492.652069,-0.001109,0.019438,-0.001588,0.177668,0.000479,0.0,0.0,0.0
2025-04-11,PF003,Growth Plus,Growth,27836802.90423,0.006047,0.025603,0.00164,0.179599,0.004407,0.0,0.0,0.0
2025-04-14,PF003,Growth Plus,Growth,27958263.751086,0.004363,0.030078,0.002232,0.182232,0.002131,0.0,0.0,0.0
2025-04-15,PF003,Growth Plus,Growth,27763377.009218,-0.006971,0.022897,-0.01184,0.168234,0.004869,0.0,0.0,0.0
2025-04-16,PF003,Growth Plus,Growth,27761469.478833,-6.9e-05,0.022827,-0.017839,0.147394,0.01777,0.0,0.0,0.0
2025-04-17,PF003,Growth Plus,Growth,27775913.567942,0.00052,0.023359,0.008643,0.157311,-0.008123,0.0,0.0,0.0
2025-04-18,PF003,Growth Plus,Growth,27577947.180216,-0.007127,0.016065,-0.001368,0.155728,-0.005759,0.0,0.0,0.0
2025-04-21,PF003,Growth Plus,Growth,27315305.909172,-0.009524,0.006389,-0.000537,0.155107,-0.008987,0.0,0.0,0.0
2025-04-22,PF003,Growth Plus,Growth,27320180.431634,0.000178,0.006568,-0.001238,0.153677,0.001416,0.0,0.0,0.0
2025-04-23,PF003,Growth Plus,Growth,27261269.667035,-0.002156,0.004398,0.011849,0.167347,-0.014005,0.0,0.0,0.0
