contribution_id,date,member_id,portfolio_id,contribution_cad
CONTR000997,2025-01-31,MEM00084,PF003,842.59
CONTR000998,2025-02-28,MEM00084,PF003,910.83
CONTR000999,2025-03-31,MEM00084,PF003,947.65
CONTR001000,2025-04-30,MEM00084,PF003,874.56
CONTR001001,2025-05-31,MEM00084,PF003,942.03
CONTR001002,2025-06-30,MEM00084,PF003,935.09
CONTR001003,2025-07-31,MEM00084,PF003,959.27
CONTR001004,2025-08-31,MEM00084,PF003,856.32
CONTR001005,2025-09-30,MEM00084,PF003,860.31
CONTR001006,2025-10-31,MEM00084,PF003,942.33
CONTR001007,2025-11-30,MEM00084,PF003,847.84
CONTR001008,2025-12-31,MEM00084,PF003,905.69
CONTR001009,2025-01-31,MEM00085,PF003,340.38
CONTR001010,2025-02-28,MEM00085,PF003,336.12
CONTR001011,2025-03-31,MEM00085,PF003,351.66
CONTR001012,2025-04-30,MEM00085,PF003,305.86
CONTR001013,2025-05-31,MEM00085,PF003,307.65
CONTR001014,2025-06-30,MEM00085,PF003,321.16
CONTR001015,2025-07-31,MEM00085,PF003,346.43
CONTR001016,2025-08-31,MEM00085,PF003,312.06
CONTR001017,2025-09-30,MEM00085,PF003,344.19
CONTR001018,2025-10-31,MEM00085,PF003,311.97
CONTR001019,2025-11-30,MEM00085,PF003,306.14
CONTR001020,2025-12-31,MEM00085,PF003,311.71
CONTR001021,2025-01-31,MEM00086,PF003,650.12
CONTR001022,2025-02-28,MEM00086,PF003,696.95
CONTR001023,2025-03-31,MEM00086,PF003,649.33
CONTR001024,2025-04-30,MEM00086,PF003,701.08
CONTR001025,2025-05-31,MEM00086,PF003,736.86
CONTR001026,2025-06-30,MEM00086,PF003,740.68
CONTR001027,2025-07-31,MEM00086,PF003,704.21
CONTR001028,2025-08-31,MEM00086,PF003,664.91
CONTR001029,2025-09-30,MEM00086,PF003,730.5
CONTR001030,2025-10-31,MEM00086,PF003,730.6
CONTR001031,2025-11-30,MEM00086,PF003,637.21
CONTR001032,2025-12-31,MEM00086,PF003,693.21
CONTR001033,2025-01-31,MEM00087,PF003,512.38
CONTR001034,2025-02-28,MEM00087,PF003,577.36
CONTR001035,2025-03-31,MEM00087,PF003,547.43
CONTR001036,2025-04-30,MEM00087,PF003,574.77
CONTR001037,2025-05-31,MEM00087,PF003,591.35
CONTR001038,2025-06-30,MEM00087,PF003,562.56
CONTR001039,2025-07-31,MEM00087,PF003,535.2
CONTR001040,2025-08-31,MEM00087,PF003,548.04
CONTR001041,2025-09-30,MEM00087,PF003,571.35
CONTR001042,2025-10-31,MEM00087,PF003,560.76
CONTR001043,2025-11-30,MEM00087,PF003,533.37
CONTR001044,2025-12-31,MEM00087,PF003,523.58
CONTR001045,2025-01-31,MEM00088,PF003,539.44
CONTR001046,2025-02-28,MEM00088,PF003,508.93
CONTR001047,2025-03-31,MEM00088,PF003,547.81
CONTR001048,2025-04-30,MEM00088,PF003,513.43
CONTR001049,2025-05-31,MEM00088,PF003,539.86
CONTR001050,2025-06-30,MEM00088,PF003,506.96
CONTR001051,2025-07-31,MEM00088,PF003,537.93
CONTR001052,2025-08-31,MEM00088,PF003,551.53
CONTR001053,2025-09-30,MEM00088,PF003,549.69
CONTR001054,2025-10-31,MEM00088,PF003,502.45
CONTR001055,2025-11-30,MEM00088,PF003,501.62
CONTR001056,2025-12-31,MEM00088,PF003,560.16
CONTR001057,2025-01-31,MEM00089,PF003,592.49
CONTR001058,2025-02-28,MEM00089,PF003,546.54
CONTR001059,2025-03-31,MEM00089,PF003,544.48
CONTR001060,2025-04-30,MEM00089,PF003,549.28
CONTR001061,2025-05-31,MEM00089,PF003,596.5
CONTR001062,2025-06-30,MEM00089,PF003,543.57
CONTR001063,2025-07-31,MEM00089,PF003,538.95
CONTR001064,2025-08-31,MEM00089,PF003,607.62
CONTR001065,2025-09-30,MEM00089,PF003,586.88
CONTR001066,2025-10-31,MEM00089,PF003,586.53
CONTR001067,2025-11-30,MEM00089,PF003,528.49
CONTR001068,2025-12-31,MEM00089,PF003,595.33
CONTR001069,2025-01-31,MEM00090,PF003,369.31
CONTR001070,2025-02-28,MEM00090,PF003,348.39
CONTR001071,2025-03-31,MEM00090,PF003,378.9
CONTR001072,2025-04-30,MEM00090,PF003,335.73
CONTR001073,2025-05-31,MEM00090,PF003,343.1
CONTR001074,2025-06-30,MEM00090,PF003,377.07
CONTR001075,2025-07-31,MEM00090,PF003,387.24
CONTR001076,2025-08-31,MEM00090,PF003,356.97
CONTR001077,2025-09-30,MEM00090,PF003,377.24
CONTR001078,2025-10-31,MEM00090,PF003,351.39
CONTR001079,2025-11-30,MEM00090,PF003,364.15
CONTR001080,2025-12-31,MEM00090,PF003,356.47
CONTR001081,2025-01-31,MEM00091,PF004,782.57
CONTR001082,2025-02-28,MEM00091,PF004,796.23
CONTR001083,2025-03-31,MEM00091,PF004,773.47
CONTR001084,2025-04-30,MEM00091,PF004,854.0
CONTR001085,2025-05-31,MEM00091,PF004,818.44
CONTR001086,2025-06-30,MEM00091,PF004,832.8
CONTR001087,2025-07-31,MEM00091,PF004,871.84
CONTR001088,2025-08-31,MEM00091,PF004,854.53
CONTR001089,2025-09-30,MEM00091,PF004,804.03
CONTR001090,2025-10-31,MEM00091,PF004,849.79
CONTR001091,2025-11-30,MEM00091,PF004,836.5
CONTR001092,2025-12-31,MEM00091,PF004,798.29
CONTR001093,2025-01-31,MEM00092,PF004,920.65
CONTR001094,2025-02-28,MEM00092,PF004,829.69
CONTR001095,2025-03-31,MEM00092,PF004,893.66
CONTR001096,2025-04-30,MEM00092,PF004,934.82
CONTR001097,2025-05-31,MEM00092,PF004,890.84
CONTR001098,2025-06-30,MEM00092,PF004,914.88
CONTR001099,2025-07-31,MEM00092,PF004,914.53
CONTR001100,2025-08-31,MEM00092,PF004,929.83
CONTR001101,2025-09-30,MEM00092,PF004,945.98
CONTR001102,2025-10-31,MEM00092,PF004,888.47
CONTR001103,2025-11-30,MEM00092,PF004,902.4
CONTR001104,2025-12-31,MEM00092,PF004,910.21
CONTR001105,2025-01-31,MEM00093,PF004,611.0
CONTR001106,2025-02-28,MEM00093,PF004,634.89
CONTR001107,2025-03-31,MEM00093,PF004,643.71
CONTR001108,2025-04-30,MEM00093,PF004,594.14
CONTR001109,2025-05-31,MEM00093,PF004,623.86
CONTR001110,2025-06-30,MEM00093,PF004,631.45
CONTR001111,2025-07-31,MEM00093,PF004,663.33
CONTR001112,2025-08-31,MEM00093,PF004,649.91
CONTR001113,2025-09-30,MEM00093,PF004,680.92
CONTR001114,2025-10-31,MEM00093,PF004,593.17
CONTR001115,2025-11-30,MEM00093,PF004,620.68
CONTR001116,2025-12-31,MEM00093,PF004,624.58
CONTR001117,2025-01-31,MEM00094,PF004,362.22
CONTR001118,2025-02-28,MEM00094,PF004,376.51
CONTR001119,2025-03-31,MEM00094,PF004,367.51
CONTR001120,2025-04-30,MEM00094,PF004,358.58
CONTR001121,2025-05-31,MEM00094,PF004,373.1
CONTR001122,2025-06-30,MEM00094,PF004,370.59
CONTR001123,2025-07-31,MEM00094,PF004,361.27
CONTR001124,2025-08-31,MEM00094,PF004,372.9
CONTR001125,2025-09-30,MEM00094,PF004,333.77
CONTR001126,2025-10-31,MEM00094,PF004,328.05
CONTR001127,2025-11-30,MEM00094,PF004,349.12
CONTR001128,2025-12-31,MEM00094,PF004,381.49
CONTR001129,2025-01-31,MEM00095,PF004,331.76
CONTR001130,2025-02-28,MEM00095,PF004,302.44
CONTR001131,2025-03-31,MEM00095,PF004,286.68
CONTR001132,2025-04-30,MEM00095,PF004,319.84
CONTR001133,2025-05-31,MEM00095,PF004,308.35
CONTR001134,2025-06-30,MEM00095,PF004,315.3
CONTR001135,2025-07-31,MEM00095,PF004,329.39
CONTR001136,2025-08-31,MEM00095,PF004,318.89
CONTR001137,2025-09-30,MEM00095,PF004,314.26
CONTR001138,2025-10-31,MEM00095,PF004,291.57
CONTR001139,2025-11-30,MEM00095,PF004,306.52
CONTR001140,2025-12-31,MEM00095,PF004,292.66
CONTR001141,2025-01-31,MEM00096,PF004,391.89
CONTR001142,2025-02-28,MEM00096,PF004,372.22
CONTR001143,2025-03-31,MEM00096,PF004,370.67
CONTR001144,2025-04-30,MEM00096,PF004,379.58
CONTR001145,2025-05-31,MEM00096,PF004,395.64
CONTR001146,2025-06-30,MEM00096,PF004,368.05
CONTR001147,2025-07-31,MEM00096,PF004,350.39
CONTR001148,2025-08-31,MEM00096,PF004,383.3
CONTR001149,2025-09-30,MEM00096,PF004,364.16
CONTR001150,2025-10-31,MEM00096,PF004,390.93
CONTR001151,2025-11-30,MEM00096,PF004,384.24
CONTR001152,2025-12-31,MEM00096,PF004,408.3
CONTR001153,2025-01-31,MEM00097,PF004,571.21
CONTR001154,2025-02-28,MEM00097,PF004,625.99
CONTR001155,2025-03-31,MEM00097,PF004,615.54
CONTR001156,2025-04-30,MEM00097,PF004,642.0
CONTR001157,2025-05-31,MEM00097,PF004,658.39
CONTR001158,2025-06-30,MEM00097,PF004,593.69
CONTR001159,2025-07-31,MEM00097,PF004,649.69
CONTR001160,2025-08-31,MEM00097,PF004,606.23
CONTR001161,2025-09-30,MEM00097,PF004,643.6
CONTR001162,2025-10-31,MEM00097,PF004,634.68
CONTR001163,2025-11-30,MEM00097,PF004,624.15
CONTR001164,2025-12-31,MEM00097,PF004,581.95
CONTR001165,2025-01-31,MEM00098,PF004,636.46
CONTR001166,2025-02-28,MEM00098,PF004,622.85
CONTR001167,2025-03-31,MEM00098,PF004,710.78
CONTR001168,2025-04-30,MEM00098,PF004,703.46
CONTR001169,2025-05-31,MEM00098,PF004,640.51
CONTR001170,2025-06-30,MEM00098,PF004,636.13
CONTR001171,2025-07-31,MEM00098,PF004,696.47
CONTR001172,2025-08-31,MEM00098,PF004,648.07
CONTR001173,2025-09-30,MEM00098,PF004,702.37
CONTR001174,2025-10-31,MEM00098,PF004,701.93
CONTR001175,2025-11-30,MEM00098,PF004,671.04
CONTR001176,2025-12-31,MEM00098,PF004,654.49
CONTR001177,2025-01-31,MEM00099,PF004,604.55
CONTR001178,2025-02-28,MEM00099,PF004,577.51
CONTR001179,2025-03-31,MEM00099,PF004,562.3
CONTR001180,2025-04-30,MEM00099,PF004,609.31
CONTR001181,2025-05-31,MEM00099,PF004,582.1
CONTR001182,2025-06-30,MEM00099,PF004,580.6
CONTR001183,2025-07-31,MEM00099,PF004,605.99
CONTR001184,2025-08-31,MEM00099,PF004,608.07
CONTR001185,2025-09-30,MEM00099,PF004,558.79
CONTR001186,2025-10-31,MEM00099,PF004,594.02
CONTR001187,2025-11-30,MEM00099,PF004,603.96
CONTR001188,2025-12-31,MEM00099,PF004,564.81
CONTR001189,2025-01-31,MEM00100,PF004,691.84
CONTR001190,2025-02-28,MEM00100,PF004,629.91
CONTR001191,2025-03-31,MEM00100,PF004,646.03
CONTR001192,2025-04-30,MEM00100,PF004,645.13
CONTR001193,2025-05-31,MEM00100,PF004,703.72
CONTR001194,2025-06-30,MEM00100,PF004,698.48
CONTR001195,2025-07-31,MEM00100,PF004,707.55
CONTR001196,2025-08-31,MEM00100,PF004,684.42
CONTR001197,2025-09-30,MEM00100,PF004,727.1
CONTR001198,2025-10-31,MEM00100,PF004,668.59
CONTR001199,2025-11-30,MEM00100,PF004,699.21
CONTR001200,2025-12-31,MEM00100,PF004,717.59
CONTR001201,2025-01-31,MEM00101,PF004,461.92
CONTR001202,2025-02-28,MEM00101,PF004,496.18
CONTR001203,2025-03-31,MEM00101,PF004,466.86
CONTR001204,2025-04-30,MEM00101,PF004,490.23
CONTR001205,2025-05-31,MEM00101,PF004,495.9
CONTR001206,2025-06-30,MEM00101,PF004,445.63
CONTR001207,2025-07-31,MEM00101,PF004,489.26
CONTR001208,2025-08-31,MEM00101,PF004,465.64
CONTR001209,2025-09-30,MEM00101,PF004,463.99
CONTR001210,2025-10-31,MEM00101,PF004,473.12
CONTR001211,2025-11-30,MEM00101,PF004,499.02
CONTR001212,2025-12-31,MEM00101,PF004,468.53
CONTR001213,2025-01-31,MEM00102,PF004,513.78
CONTR001214,2025-02-28,MEM00102,PF004,508.28
CONTR001215,2025-03-31,MEM00102,PF004,568.55
CONTR001216,2025-04-30,MEM00102,PF004,502.27
CONTR001217,2025-05-31,MEM00102,PF004,542.33
CONTR001218,2025-06-30,MEM00102,PF004,525.77
CONTR001219,2025-07-31,MEM00102,PF004,567.48
CONTR001220,2025-08-31,MEM00102,PF004,532.11
CONTR001221,2025-09-30,MEM00102,PF004,560.75
CONTR001222,2025-10-31,MEM00102,PF004,523.54
CONTR001223,2025-11-30,MEM00102,PF004,536.22
CONTR001224,2025-12-31,MEM00102,PF004,513.14
CONTR001225,2025-01-31,MEM00103,PF004,397.5
CONTR001226,2025-02-28,MEM00103,PF004,455.8
CONTR001227,2025-03-31,MEM00103,PF004,461.97
CONTR001228,2025-04-30,MEM00103,PF004,457.69
CONTR001229,2025-05-31,MEM00103,PF004,457.05
CONTR001230,2025-06-30,MEM00103,PF004,440.88
CONTR001231,2025-07-31,MEM00103,PF004,457.31
CONTR001232,2025-08-31,MEM00103,PF004,427.09
CONTR001233,2025-09-30,MEM00103,PF004,419.48
CONTR001234,2025-10-31,MEM00103,PF004,419.24
CONTR001235,2025-11-30,MEM00103,PF004,403.87
CONTR001236,2025-12-31,MEM00103,PF004,457.81
CONTR001237,2025-01-31,MEM00104,PF004,543.56
CONTR001238,2025-02-28,MEM00104,PF004,607.86
CONTR001239,2025-03-31,MEM00104,PF004,544.38
CONTR001240,2025-04-30,MEM00104,PF004,585.58
CONTR001241,2025-05-31,MEM00104,PF004,623.86
CONTR001242,2025-06-30,MEM00104,PF004,540.8
CONTR001243,2025-07-31,MEM00104,PF004,553.97
CONTR001244,2025-08-31,MEM00104,PF004,600.41
CONTR001245,2025-09-30,MEM00104,PF004,554.12
CONTR001246,2025-10-31,MEM00104,PF004,619.29
CONTR001247,2025-11-30,MEM00104,PF004,555.17
CONTR001248,2025-12-31,MEM00104,PF004,628.3
CONTR001249,2025-01-31,MEM00105,PF004,675.43
CONTR001250,2025-02-28,MEM00105,PF004,791.69
CONTR001251,2025-03-31,MEM00105,PF004,744.53
CONTR001252,2025-04-30,MEM00105,PF004,711.41
CONTR001253,2025-05-31,MEM00105,PF004,789.73
CONTR001254,2025-06-30,MEM00105,PF004,751.23
CONTR001255,2025-07-31,MEM00105,PF004,732.73
CONTR001256,2025-08-31,MEM00105,PF004,731.24
CONTR001257,2025-09-30,MEM00105,PF004,791.61
CONTR001258,2025-10-31,MEM00105,PF004,717.13
CONTR001259,2025-11-30,MEM00105,PF004,787.87
CONTR001260,2025-12-31,MEM00105,PF004,720.12
CONTR001261,2025-01-31,MEM00106,PF004,279.86
CONTR001262,2025-02-28,MEM00106,PF004,321.83
CONTR001263,2025-03-31,MEM00106,PF004,298.51
CONTR001264,2025-04-30,MEM00106,PF004,315.71
CONTR001265,2025-05-31,MEM00106,PF004,283.92
CONTR001266,2025-06-30,MEM00106,PF004,303.52
CONTR001267,2025-07-31,MEM00106,PF004,282.55
CONTR001268,2025-08-31,MEM00106,PF004,303.39
CONTR001269,2025-09-30,MEM00106,PF004,295.97
CONTR001270,2025-10-31,MEM00106,PF004,293.69
CONTR001271,2025-11-30,MEM00106,PF004,296.85
CONTR001272,2025-12-31,MEM00106,PF004,284.23
CONTR001273,2025-01-31,MEM00107,PF004,601.04
CONTR001274,2025-02-28,MEM00107,PF004,553.64
CONTR001275,2025-03-31,MEM00107,PF004,593.47
CONTR001276,2025-04-30,MEM00107,PF004,528.3
CONTR001277,2025-05-31,MEM00107,PF004,563.66
CONTR001278,2025-06-30,MEM00107,PF004,535.41
CONTR001279,2025-07-31,MEM00107,PF004,560.38
CONTR001280,2025-08-31,MEM00107,PF004,563.89
CONTR001281,2025-09-30,MEM00107,PF004,520.52
CONTR001282,2025-10-31,MEM00107,PF004,549.82
CONTR001283,2025-11-30,MEM00107,PF004,556.51
CONTR001284,2025-12-31,MEM00107,PF004,534.16
CONTR001285,2025-01-31,MEM00108,PF004,312.41
CONTR001286,2025-02-28,MEM00108,PF004,313.17
CONTR001287,2025-03-31,MEM00108,PF004,295.57
CONTR001288,2025-04-30,MEM00108,PF004,324.78
CONTR001289,2025-05-31,MEM00108,PF004,285.86
CONTR001290,2025-06-30,MEM00108,PF004,301.51
CONTR001291,2025-07-31,MEM00108,PF004,293.35
CONTR001292,2025-08-31,MEM00108,PF004,296.54
CONTR001293,2025-09-30,MEM00108,PF004,307.15
CONTR001294,2025-10-31,MEM00108,PF004,313.83
CONTR001295,2025-11-30,MEM00108,PF004,291.12
CONTR001296,2025-12-31,MEM00108,PF004,316.39
CONTR001297,2025-01-31,MEM00109,PF004,576.74
CONTR001298,2025-02-28,MEM00109,PF004,621.94
CONTR001299,2025-03-31,MEM00109,PF004,609.61
CONTR001300,2025-04-30,MEM00109,PF004,640.18
CONTR001301,2025-05-31,MEM00109,PF004,612.98
CONTR001302,2025-06-30,MEM00109,PF004,649.42
CONTR001303,2025-07-31,MEM00109,PF004,656.14
CONTR001304,2025-08-31,MEM00109,PF004,567.5
CONTR001305,2025-09-30,MEM00109,PF004,612.16
CONTR001306,2025-10-31,MEM00109,PF004,625.06
CONTR001307,2025-11-30,MEM00109,PF004,595.64
CONTR001308,2025-12-31,MEM00109,PF004,568.16
CONTR001309,2025-01-31,MEM00110,PF004,525.96
CONTR001310,2025-02-28,MEM00110,PF004,467.83
CONTR001311,2025-03-31,MEM00110,PF004,462.84
CONTR001312,2025-04-30,MEM00110,PF004,498.27
CONTR001313,2025-05-31,MEM00110,PF004,495.42
CONTR001314,2025-06-30,MEM00110,PF004,457.33
CONTR001315,2025-07-31,MEM00110,PF004,480.89
CONTR001316,2025-08-31,MEM00110,PF004,480.1
CONTR001317,2025-09-30,MEM00110,PF004,458.45
CONTR001318,2025-10-31,MEM00110,PF004,508.43
CONTR001319,2025-11-30,MEM00110,PF004,516.99
CONTR001320,2025-12-31,MEM00110,PF004,489.52
CONTR001321,2025-01-31,MEM00111,PF004,963.42
CONTR001322,2025-02-28,MEM00111,PF004,899.45
CONTR001323,2025-03-31,MEM00111,PF004,989.31
CONTR001324,2025-04-30,MEM00111,PF004,966.64
CONTR001325,2025-05-31,MEM00111,PF004,951.47
CONTR001326,2025-06-30,MEM00111,PF004,889.77
CONTR001327,2025-07-31,MEM00111,PF004,890.77
CONTR001328,2025-08-31,MEM00111,PF004,877.59
CONTR001329,2025-09-30,MEM00111,PF004,924.48
CONTR001330,2025-10-31,MEM00111,PF004,906.78
CONTR001331,2025-11-30,MEM00111,PF004,903.14
CONTR001332,2025-12-31,MEM00111,PF004,944.33
CONTR001333,2025-01-31,MEM00112,PF004,670.64
CONTR001334,2025-02-28,MEM00112,PF004,617.18
CONTR001335,2025-03-31,MEM00112,PF004,698.91
CONTR001336,2025-04-30,MEM00112,PF004,703.77
CONTR001337,2025-05-31,MEM00112,PF004,643.79
CONTR001338,2025-06-30,MEM00112,PF004,664.57
CONTR001339,2025-07-31,MEM00112,PF004,698.5
CONTR001340,2025-08-31,MEM00112,PF004,712.39
CONTR001341,2025-09-30,MEM00112,PF004,669.48
CONTR001342,2025-10-31,MEM00112,PF004,673.04
CONTR001343,2025-11-30,MEM00112,PF004,682.84
CONTR001344,2025-12-31,MEM00112,PF004,652.46
CONTR001345,2025-01-31,MEM00113,PF004,302.2
CONTR001346,2025-02-28,MEM00113,PF004,341.45
CONTR001347,2025-03-31,MEM00113,PF004,319.9
CONTR001348,2025-04-30,MEM00113,PF004,313.34
CONTR001349,2025-05-31,MEM00113,PF004,339.83
CONTR001350,2025-06-30,MEM00113,PF004,304.65
CONTR001351,2025-07-31,MEM00113,PF004,345.04
CONTR001352,2025-08-31,MEM00113,PF004,309.36
CONTR001353,2025-09-30,MEM00113,PF004,300.4
CONTR001354,2025-10-31,MEM00113,PF004,331.88
CONTR001355,2025-11-30,MEM00113,PF004,332.51
CONTR001356,2025-12-31,MEM00113,PF004,328.76
CONTR001357,2025-01-31,MEM00114,PF004,278.03
CONTR001358,2025-02-28,MEM00114,PF004,274.68
CONTR001359,2025-03-31,MEM00114,PF004,273.81
CONTR001360,2025-04-30,MEM00114,PF004,266.73
CONTR001361,2025-05-31,MEM00114,PF004,272.33
CONTR001362,2025-06-30,MEM00114,PF004,287.63
CONTR001363,2025-07-31,MEM00114,PF004,274.53
CONTR001364,2025-08-31,MEM00114,PF004,256.5
CONTR001365,2025-09-30,MEM00114,PF004,260.07
CONTR001366,2025-10-31,MEM00114,PF004,280.52
CONTR001367,2025-11-30,MEM00114,PF004,251.11
CONTR001368,2025-12-31,MEM00114,PF004,275.38
CONTR001369,2025-01-31,MEM00115,PF004,514.1
CONTR001370,2025-02-28,MEM00115,PF004,526.79
CONTR001371,2025-03-31,MEM00115,PF004,572.14
CONTR001372,2025-04-30,MEM00115,PF004,581.91
CONTR001373,2025-05-31,MEM00115,PF004,542.23
CONTR001374,2025-06-30,MEM00115,PF004,574.88
CONTR001375,2025-07-31,MEM00115,PF004,548.91
CONTR001376,2025-08-31,MEM00115,PF004,566.8
CONTR001377,2025-09-30,MEM00115,PF004,521.97
CONTR001378,2025-10-31,MEM00115,PF004,542.29
CONTR001379,2025-11-30,MEM00115,PF004,521.99
CONTR001380,2025-12-31,MEM00115,PF004,513.04
CONTR001381,2025-01-31,MEM00116,PF004,255.61
CONTR001382,2025-02-28,MEM00116,PF004,257.37
CONTR001383,2025-03-31,MEM00116,PF004,284.68
CONTR001384,2025-04-30,MEM00116,PF004,264.84
CONTR001385,2025-05-31,MEM00116,PF004,276.74
CONTR001386,2025-06-30,MEM00116,PF004,278.16
CONTR001387,2025-07-31,MEM00116,PF004,280.07
CONTR001388,2025-08-31,MEM00116,PF004,288.56
CONTR001389,2025-09-30,MEM00116,PF004,285.34
CONTR001390,2025-10-31,MEM00116,PF004,272.74
CONTR001391,2025-11-30,MEM00116,PF004,274.85
CONTR001392,2025-12-31,MEM00116,PF004,272.36
CONTR001393,2025-01-31,MEM00117,PF004,409.57
CONTR001394,2025-02-28,MEM00117,PF004,423.73
CONTR001395,2025-03-31,MEM00117,PF004,439.13
CONTR001396,2025-04-30,MEM00117,PF004,438.34
CONTR001397,2025-05-31,MEM00117,PF004,419.46
CONTR001398,2025-06-30,MEM00117,PF004,436.59
CONTR001399,2025-07-31,MEM00117,PF004,403.8
CONTR001400,2025-08-31,MEM00117,PF004,403.9
CONTR001401,2025-09-30,MEM00117,PF004,439.88
CONTR001402,2025-10-31,MEM00117,PF004,415.6
CONTR001403,2025-11-30,MEM00117,PF004,442.32
CONTR001404,2025-12-31,MEM00117,PF004,395.86
CONTR001405,2025-01-31,MEM00118,PF004,906.96
CONTR001406,2025-02-28,MEM00118,PF004,803.76
CONTR001407,2025-03-31,MEM00118,PF004,880.48
CONTR001408,2025-04-30,MEM00118,PF004,832.51
CONTR001409,2025-05-31,MEM00118,PF004,833.14
CONTR001410,2025-06-30,MEM00118,PF004,891.63
CONTR001411,2025-07-31,MEM00118,PF004,915.15
CONTR001412,2025-08-31,MEM00118,PF004,898.42
CONTR001413,2025-09-30,MEM00118,PF004,853.02
CONTR001414,2025-10-31,MEM00118,PF004,852.54
CONTR001415,2025-11-30,MEM00118,PF004,840.68
CONTR001416,2025-12-31,MEM00118,PF004,834.81
CONTR001417,2025-01-31,MEM00119,PF004,374.67
CONTR001418,2025-02-28,MEM00119,PF004,375.39
CONTR001419,2025-03-31,MEM00119,PF004,346.51
CONTR001420,2025-04-30,MEM00119,PF004,374.34
CONTR001421,2025-05-31,MEM00119,PF004,368.0
CONTR001422,2025-06-30,MEM00119,PF004,390.93
CONTR001423,2025-07-31,MEM00119,PF004,392.41
CONTR001424,2025-08-31,MEM00119,PF004,355.23
CONTR001425,2025-09-30,MEM00119,PF004,381.95
CONTR001426,2025-10-31,MEM00119,PF004,383.7
CONTR001427,2025-11-30,MEM00119,PF004,345.43
CONTR001428,2025-12-31,MEM00119,PF004,374.58
CONTR001429,2025-01-31,MEM00120,PF004,536.54
CONTR001430,2025-02-28,MEM00120,PF004,505.75
CONTR001431,2025-03-31,MEM00120,PF004,561.31
CONTR001432,2025-04-30,MEM00120,PF004,546.09
CONTR001433,2025-05-31,MEM00120,PF004,519.11
CONTR001434,2025-06-30,MEM00120,PF004,491.95
CONTR001435,2025-07-31,MEM00120,PF004,508.57
CONTR001436,2025-08-31,MEM00120,PF004,564.61
CONTR001437,2025-09-30,MEM00120,PF004,492.12
CONTR001438,2025-10-31,MEM00120,PF004,514.44
CONTR001439,2025-11-30,MEM00120,PF004,506.96
CONTR001440,2025-12-31,MEM00120,PF004,552.64
