cost_id,date,job_id,contractor_id,cost_category,actual_cost_cad
COST00886,2025-03-06,JOB0004,CON002,Cementing,4415.67
COST00887,2025-03-06,JOB0004,CON001,Rentals,8109.79
COST00888,2025-03-06,JOB0004,CON002,HSE,4772.73
COST00889,2025-03-07,JOB0004,CON006,Rig,35509.23
COST00890,2025-03-07,JOB0004,CON005,Directional,14776.57
COST00891,2025-03-07,JOB0004,CON004,Fluids,10637.54
COST00892,2025-03-07,JOB0004,CON004,Cementing,6410.27
COST00893,2025-03-07,JOB0004,CON001,Rentals,8807.54
COST00894,2025-03-07,JOB0004,CON003,HSE,4923.18
COST00895,2025-03-08,JOB0004,CON004,Rig,32580.19
COST00896,2025-03-08,JOB0004,CON006,Directional,11679.26
COST00897,2025-03-08,JOB0004,CON005,Fluids,8080.67
COST00898,2025-03-08,JOB0004,CON005,Cementing,4901.81
COST00899,2025-03-08,JOB0004,CON003,Rentals,7745.19
COST00900,2025-03-08,JOB0004,CON005,HSE,3831.89
COST00901,2025-03-09,JOB0004,CON003,Rig,29568.65
COST00902,2025-03-09,JOB0004,CON004,Directional,12172.94
COST00903,2025-03-09,JOB0004,CON005,Fluids,11058.88
COST00904,2025-03-09,JOB0004,CON003,Cementing,5202.12
COST00905,2025-03-09,JOB0004,CON004,Rentals,9121.4
COST00906,2025-03-09,JOB0004,CON003,HSE,4498.31
COST00907,2025-03-10,JOB0004,CON002,Rig,28073.06
COST00908,2025-03-10,JOB0004,CON004,Directional,13562.69
COST00909,2025-03-10,JOB0004,CON002,Fluids,13392.27
COST00910,2025-03-10,JOB0004,CON006,Cementing,5631.41
COST00911,2025-03-10,JOB0004,CON001,Rentals,8633.28
COST00912,2025-03-10,JOB0004,CON006,HSE,4775.18
COST00913,2025-03-11,JOB0004,CON001,Rig,35081.39
COST00914,2025-03-11,JOB0004,CON003,Directional,14449.87
COST00915,2025-03-11,JOB0004,CON004,Fluids,10889.69
COST00916,2025-03-11,JOB0004,CON001,Cementing,5805.32
COST00917,2025-03-11,JOB0004,CON005,Rentals,7757.8
COST00918,2025-03-11,JOB0004,CON002,HSE,4930.52
COST00919,2025-03-12,JOB0004,CON002,Rig,28409.24
COST00920,2025-03-12,JOB0004,CON001,Directional,13289.61
COST00921,2025-03-12,JOB0004,CON006,Fluids,12096.79
COST00922,2025-03-12,JOB0004,CON001,Cementing,7039.56
COST00923,2025-03-12,JOB0004,CON006,Rentals,7080.08
COST00924,2025-03-12,JOB0004,CON005,HSE,5129.87
COST00925,2025-03-13,JOB0004,CON004,Rig,33048.34
COST00926,2025-03-13,JOB0004,CON002,Directional,10181.21
COST00927,2025-03-13,JOB0004,CON005,Fluids,9579.85
COST00928,2025-03-13,JOB0004,CON001,Cementing,6186.62
COST00929,2025-03-13,JOB0004,CON005,Rentals,7326.18
COST00930,2025-03-13,JOB0004,CON005,HSE,3706.27
COST00931,2025-03-14,JOB0004,CON004,Rig,33340.74
COST00932,2025-03-14,JOB0004,CON002,Directional,13963.85
COST00933,2025-03-14,JOB0004,CON006,Fluids,13750.79
COST00934,2025-03-14,JOB0004,CON004,Cementing,7368.69
COST00935,2025-03-14,JOB0004,CON001,Rentals,11949.94
COST00936,2025-03-14,JOB0004,CON001,HSE,4880.22
COST00937,2025-03-15,JOB0004,CON003,Rig,30029.14
COST00938,2025-03-15,JOB0004,CON001,Directional,10371.06
COST00939,2025-03-15,JOB0004,CON004,Fluids,8612.73
COST00940,2025-03-15,JOB0004,CON001,Cementing,4684.18
COST00941,2025-03-15,JOB0004,CON006,Rentals,10153.22
COST00942,2025-03-15,JOB0004,CON002,HSE,4808.6
COST00943,2025-03-16,JOB0004,CON003,Rig,25500.47
COST00944,2025-03-16,JOB0004,CON004,Directional,14082.91
COST00945,2025-03-16,JOB0004,CON001,Fluids,9068.85
COST00946,2025-03-16,JOB0004,CON004,Cementing,6118.6
COST00947,2025-03-16,JOB0004,CON004,Rentals,7368.7
COST00948,2025-03-16,JOB0004,CON001,HSE,3008.29
COST00949,2025-03-17,JOB0004,CON004,Rig,23300.13
COST00950,2025-03-17,JOB0004,CON006,Directional,9596.4
COST00951,2025-03-17,JOB0004,CON002,Fluids,7167.85
COST00952,2025-03-17,JOB0004,CON003,Cementing,4870.5
COST00953,2025-03-17,JOB0004,CON006,Rentals,5917.94
COST00954,2025-03-17,JOB0004,CON003,HSE,3435.34
COST00955,2025-03-18,JOB0004,CON004,Rig,31063.18
COST00956,2025-03-18,JOB0004,CON002,Directional,13786.74
COST00957,2025-03-18,JOB0004,CON004,Fluids,11273.87
COST00958,2025-03-18,JOB0004,CON006,Cementing,5852.89
COST00959,2025-03-18,JOB0004,CON003,Rentals,7639.21
COST00960,2025-03-18,JOB0004,CON004,HSE,3591.44
COST00961,2025-03-19,JOB0004,CON006,Rig,34621.8
COST00962,2025-03-19,JOB0004,CON005,Directional,10712.54
COST00963,2025-03-19,JOB0004,CON001,Fluids,7241.96
COST00964,2025-03-19,JOB0004,CON001,Cementing,6572.67
COST00965,2025-03-19,JOB0004,CON001,Rentals,6885.92
COST00966,2025-03-19,JOB0004,CON005,HSE,3877.14
COST00967,2025-03-20,JOB0004,CON003,Rig,37912.59
COST00968,2025-03-20,JOB0004,CON002,Directional,11071.83
COST00969,2025-03-20,JOB0004,CON004,Fluids,10465.36
COST00970,2025-03-20,JOB0004,CON006,Cementing,4599.05
COST00971,2025-03-20,JOB0004,CON003,Rentals,10012.76
COST00972,2025-03-20,JOB0004,CON004,HSE,4305.82
COST00973,2025-03-21,JOB0004,CON003,Rig,30606.62
COST00974,2025-03-21,JOB0004,CON004,Directional,14970.6
COST00975,2025-03-21,JOB0004,CON001,Fluids,9952.04
COST00976,2025-03-21,JOB0004,CON004,Cementing,7556.56
COST00977,2025-03-21,JOB0004,CON006,Rentals,9879.7
COST00978,2025-03-21,JOB0004,CON005,HSE,6358.72
COST00979,2025-03-22,JOB0004,CON006,Rig,26530.61
COST00980,2025-03-22,JOB0004,CON003,Directional,16371.41
COST00981,2025-03-22,JOB0004,CON002,Fluids,11132.28
COST00982,2025-03-22,JOB0004,CON003,Cementing,6353.64
COST00983,2025-03-22,JOB0004,CON002,Rentals,8457.18
COST00984,2025-03-22,JOB0004,CON002,HSE,4782.86
COST00985,2025-03-23,JOB0004,CON004,Rig,39463.51
COST00986,2025-03-23,JOB0004,CON004,Directional,15644.1
COST00987,2025-03-23,JOB0004,CON004,Fluids,10641.76
COST00988,2025-03-23,JOB0004,CON004,Cementing,7254.16
COST00989,2025-03-23,JOB0004,CON004,Rentals,10045.01
COST00990,2025-03-23,JOB0004,CON004,HSE,3800.31
COST00991,2025-03-24,JOB0004,CON003,Rig,26356.08
COST00992,2025-03-24,JOB0004,CON003,Directional,10239.05
COST00993,2025-03-24,JOB0004,CON003,Fluids,9275.09
COST00994,2025-03-24,JOB0004,CON003,Cementing,7222.03
COST00995,2025-03-24,JOB0004,CON004,Rentals,7526.75
COST00996,2025-03-24,JOB0004,CON005,HSE,3736.52
COST00997,2025-03-25,JOB0004,CON002,Rig,35915.22
COST00998,2025-03-25,JOB0004,CON001,Directional,11936.5
COST00999,2025-03-25,JOB0004,CON002,Fluids,9145.92
COST01000,2025-03-25,JOB0004,CON003,Cementing,7295.16
COST01001,2025-03-25,JOB0004,CON002,Rentals,9376.7
COST01002,2025-03-25,JOB0004,CON004,HSE,4691.27
COST01003,2025-03-26,JOB0004,CON006,Rig,26249.58
COST01004,2025-03-26,JOB0004,CON001,Directional,15725.31
COST01005,2025-03-26,JOB0004,CON001,Fluids,12450.56
COST01006,2025-03-26,JOB0004,CON006,Cementing,5405.28
COST01007,2025-03-26,JOB0004,CON004,Rentals,7437.65
COST01008,2025-03-26,JOB0004,CON004,HSE,3883.51
COST01009,2025-03-27,JOB0004,CON001,Rig,33844.96
COST01010,2025-03-27,JOB0004,CON004,Directional,15918.49
COST01011,2025-03-27,JOB0004,CON003,Fluids,10130.77
COST01012,2025-03-27,JOB0004,CON002,Cementing,5681.35
COST01013,2025-03-27,JOB0004,CON003,Rentals,10038.8
COST01014,2025-03-27,JOB0004,CON006,HSE,5170.28
COST01015,2025-03-28,JOB0004,CON004,Rig,29873.62
COST01016,2025-03-28,JOB0004,CON002,Directional,14576.16
COST01017,2025-03-28,JOB0004,CON002,Fluids,11768.39
COST01018,2025-03-28,JOB0004,CON004,Cementing,6894.06
COST01019,2025-03-28,JOB0004,CON004,Rentals,8739.59
COST01020,2025-03-28,JOB0004,CON006,HSE,4990.46
COST01021,2025-03-29,JOB0004,CON003,Rig,28368.84
COST01022,2025-03-29,JOB0004,CON001,Directional,15813.0
COST01023,2025-03-29,JOB0004,CON005,Fluids,8941.35
COST01024,2025-03-29,JOB0004,CON001,Cementing,4613.53
COST01025,2025-03-29,JOB0004,CON002,Rentals,10591.7
COST01026,2025-03-29,JOB0004,CON005,HSE,3604.13
COST01027,2025-03-30,JOB0004,CON003,Rig,26227.04
COST01028,2025-03-30,JOB0004,CON002,Directional,12772.56
COST01029,2025-03-30,JOB0004,CON003,Fluids,10263.82
COST01030,2025-03-30,JOB0004,CON005,Cementing,6984.65
COST01031,2025-03-30,JOB0004,CON006,Rentals,10449.64
COST01032,2025-03-30,JOB0004,CON002,HSE,3794.03
COST01033,2025-03-09,JOB0005,CON002,Rig,18532.45
COST01034,2025-03-09,JOB0005,CON002,Directional,6929.82
COST01035,2025-03-09,JOB0005,CON002,Fluids,5842.42
COST01036,2025-03-09,JOB0005,CON006,Cementing,3987.53
COST01037,2025-03-09,JOB0005,CON005,Rentals,5646.9
COST01038,2025-03-09,JOB0005,CON003,HSE,2831.27
COST01039,2025-03-10,JOB0005,CON001,Rig,20552.87
COST01040,2025-03-10,JOB0005,CON006,Directional,8580.65
COST01041,2025-03-10,JOB0005,CON001,Fluids,6907.95
COST01042,2025-03-10,JOB0005,CON004,Cementing,3668.12
COST01043,2025-03-10,JOB0005,CON001,Rentals,4260.65
COST01044,2025-03-10,JOB0005,CON003,HSE,2166.74
COST01045,2025-03-11,JOB0005,CON004,Rig,32423.36
COST01046,2025-03-11,JOB0005,CON003,Directional,15046.05
COST01047,2025-03-11,JOB0005,CON004,Fluids,11026.24
COST01048,2025-03-11,JOB0005,CON002,Cementing,4737.44
COST01049,2025-03-11,JOB0005,CON001,Rentals,6649.46
COST01050,2025-03-11,JOB0005,CON003,HSE,4198.26
COST01051,2025-03-12,JOB0005,CON004,Rig,23644.73
COST01052,2025-03-12,JOB0005,CON004,Directional,7676.9
COST01053,2025-03-12,JOB0005,CON005,Fluids,6564.16
COST01054,2025-03-12,JOB0005,CON004,Cementing,3396.73
COST01055,2025-03-12,JOB0005,CON003,Rentals,4894.66
COST01056,2025-03-12,JOB0005,CON004,HSE,2462.34
COST01057,2025-03-13,JOB0005,CON003,Rig,23059.91
COST01058,2025-03-13,JOB0005,CON005,Directional,11415.42
COST01059,2025-03-13,JOB0005,CON004,Fluids,6492.37
COST01060,2025-03-13,JOB0005,CON002,Cementing,3876.07
COST01061,2025-03-13,JOB0005,CON003,Rentals,5733.87
COST01062,2025-03-13,JOB0005,CON006,HSE,2948.29
COST01063,2025-03-14,JOB0005,CON003,Rig,25005.39
COST01064,2025-03-14,JOB0005,CON001,Directional,7831.41
COST01065,2025-03-14,JOB0005,CON004,Fluids,7865.72
COST01066,2025-03-14,JOB0005,CON002,Cementing,3715.34
COST01067,2025-03-14,JOB0005,CON004,Rentals,7035.91
COST01068,2025-03-14,JOB0005,CON001,HSE,2971.48
COST01069,2025-03-15,JOB0005,CON002,Rig,22071.12
COST01070,2025-03-15,JOB0005,CON002,Directional,7369.18
COST01071,2025-03-15,JOB0005,CON001,Fluids,8550.62
COST01072,2025-03-15,JOB0005,CON001,Cementing,4407.72
COST01073,2025-03-15,JOB0005,CON001,Rentals,5459.28
COST01074,2025-03-15,JOB0005,CON002,HSE,2576.63
COST01075,2025-03-16,JOB0005,CON005,Rig,18516.54
COST01076,2025-03-16,JOB0005,CON005,Directional,10341.75
COST01077,2025-03-16,JOB0005,CON006,Fluids,6825.8
COST01078,2025-03-16,JOB0005,CON006,Cementing,4768.49
COST01079,2025-03-16,JOB0005,CON003,Rentals,5448.39
COST01080,2025-03-16,JOB0005,CON001,HSE,2690.95
COST01081,2025-03-17,JOB0005,CON006,Rig,24808.29
COST01082,2025-03-17,JOB0005,CON004,Directional,10852.66
COST01083,2025-03-17,JOB0005,CON002,Fluids,7506.63
COST01084,2025-03-17,JOB0005,CON002,Cementing,4406.83
COST01085,2025-03-17,JOB0005,CON001,Rentals,5811.75
COST01086,2025-03-17,JOB0005,CON006,HSE,3454.86
COST01087,2025-03-18,JOB0005,CON006,Rig,24600.33
COST01088,2025-03-18,JOB0005,CON004,Directional,11343.98
COST01089,2025-03-18,JOB0005,CON002,Fluids,6768.96
COST01090,2025-03-18,JOB0005,CON003,Cementing,5167.05
COST01091,2025-03-18,JOB0005,CON002,Rentals,6730.12
COST01092,2025-03-18,JOB0005,CON003,HSE,3224.97
COST01093,2025-03-19,JOB0005,CON003,Rig,19337.39
COST01094,2025-03-19,JOB0005,CON006,Directional,9725.11
COST01095,2025-03-19,JOB0005,CON006,Fluids,7846.71
COST01096,2025-03-19,JOB0005,CON001,Cementing,3579.69
COST01097,2025-03-19,JOB0005,CON001,Rentals,4533.39
COST01098,2025-03-19,JOB0005,CON006,HSE,2489.21
COST01099,2025-03-20,JOB0005,CON003,Rig,19576.39
COST01100,2025-03-20,JOB0005,CON005,Directional,6692.1
COST01101,2025-03-20,JOB0005,CON003,Fluids,7343.63
COST01102,2025-03-20,JOB0005,CON003,Cementing,3922.6
COST01103,2025-03-20,JOB0005,CON004,Rentals,5834.97
COST01104,2025-03-20,JOB0005,CON004,HSE,2474.75
COST01105,2025-03-21,JOB0005,CON005,Rig,17457.12
COST01106,2025-03-21,JOB0005,CON002,Directional,8538.25
COST01107,2025-03-21,JOB0005,CON006,Fluids,7367.5
COST01108,2025-03-21,JOB0005,CON002,Cementing,4740.4
COST01109,2025-03-21,JOB0005,CON001,Rentals,4822.32
COST01110,2025-03-21,JOB0005,CON006,HSE,3346.59
COST01111,2025-03-22,JOB0005,CON005,Rig,19660.01
COST01112,2025-03-22,JOB0005,CON004,Directional,10054.57
COST01113,2025-03-22,JOB0005,CON001,Fluids,6903.84
COST01114,2025-03-22,JOB0005,CON004,Cementing,3810.2
COST01115,2025-03-22,JOB0005,CON006,Rentals,5494.58
COST01116,2025-03-22,JOB0005,CON006,HSE,3457.57
COST01117,2025-03-23,JOB0005,CON006,Rig,25654.61
COST01118,2025-03-23,JOB0005,CON001,Directional,12204.62
COST01119,2025-03-23,JOB0005,CON002,Fluids,9644.05
COST01120,2025-03-23,JOB0005,CON001,Cementing,4952.23
COST01121,2025-03-23,JOB0005,CON005,Rentals,7381.25
COST01122,2025-03-23,JOB0005,CON006,HSE,4478.67
COST01123,2025-03-24,JOB0005,CON001,Rig,23629.9
COST01124,2025-03-24,JOB0005,CON006,Directional,10150.9
COST01125,2025-03-24,JOB0005,CON006,Fluids,7382.55
COST01126,2025-03-24,JOB0005,CON001,Cementing,4363.58
COST01127,2025-03-24,JOB0005,CON006,Rentals,7200.14
COST01128,2025-03-24,JOB0005,CON005,HSE,4019.85
COST01129,2025-03-25,JOB0005,CON003,Rig,27769.91
COST01130,2025-03-25,JOB0005,CON006,Directional,9704.53
COST01131,2025-03-25,JOB0005,CON005,Fluids,7320.79
COST01132,2025-03-25,JOB0005,CON004,Cementing,3702.43
COST01133,2025-03-25,JOB0005,CON006,Rentals,6539.24
COST01134,2025-03-25,JOB0005,CON005,HSE,2626.3
COST01135,2025-03-26,JOB0005,CON001,Rig,29423.15
COST01136,2025-03-26,JOB0005,CON002,Directional,16455.8
COST01137,2025-03-26,JOB0005,CON006,Fluids,12064.01
COST01138,2025-03-26,JOB0005,CON004,Cementing,5840.48
COST01139,2025-03-26,JOB0005,CON005,Rentals,7984.05
COST01140,2025-03-26,JOB0005,CON006,HSE,4289.13
COST01141,2025-03-27,JOB0005,CON001,Rig,19923.93
COST01142,2025-03-27,JOB0005,CON005,Directional,10116.36
COST01143,2025-03-27,JOB0005,CON003,Fluids,5893.76
COST01144,2025-03-27,JOB0005,CON004,Cementing,4733.28
COST01145,2025-03-27,JOB0005,CON004,Rentals,5507.59
COST01146,2025-03-27,JOB0005,CON001,HSE,3004.23
COST01147,2025-03-28,JOB0005,CON005,Rig,22739.12
COST01148,2025-03-28,JOB0005,CON004,Directional,8363.24
COST01149,2025-03-28,JOB0005,CON003,Fluids,6854.04
COST01150,2025-03-28,JOB0005,CON006,Cementing,4186.84
COST01151,2025-03-28,JOB0005,CON005,Rentals,5863.93
COST01152,2025-03-28,JOB0005,CON002,HSE,2531.34
COST01153,2025-03-29,JOB0005,CON004,Rig,21376.87
COST01154,2025-03-29,JOB0005,CON001,Directional,9122.19
COST01155,2025-03-29,JOB0005,CON002,Fluids,5490.29
COST01156,2025-03-29,JOB0005,CON001,Cementing,4215.6
COST01157,2025-03-29,JOB0005,CON004,Rentals,6152.71
COST01158,2025-03-29,JOB0005,CON001,HSE,2721.99
COST01159,2025-03-30,JOB0005,CON003,Rig,16310.78
COST01160,2025-03-30,JOB0005,CON002,Directional,9389.49
COST01161,2025-03-30,JOB0005,CON002,Fluids,5843.23
COST01162,2025-03-30,JOB0005,CON002,Cementing,4450.87
COST01163,2025-03-30,JOB0005,CON002,Rentals,6539.12
COST01164,2025-03-30,JOB0005,CON005,HSE,2933.94
COST01165,2025-03-31,JOB0005,CON006,Rig,20835.52
COST01166,2025-03-31,JOB0005,CON004,Directional,8072.32
COST01167,2025-03-31,JOB0005,CON006,Fluids,6751.82
COST01168,2025-03-31,JOB0005,CON002,Cementing,4094.19
COST01169,2025-03-31,JOB0005,CON004,Rentals,5221.91
COST01170,2025-03-31,JOB0005,CON006,HSE,3060.41
COST01171,2025-04-01,JOB0005,CON003,Rig,20592.94
COST01172,2025-04-01,JOB0005,CON004,Directional,7028.22
COST01173,2025-04-01,JOB0005,CON004,Fluids,7862.13
COST01174,2025-04-01,JOB0005,CON002,Cementing,4145.85
COST01175,2025-04-01,JOB0005,CON003,Rentals,6760.32
COST01176,2025-04-01,JOB0005,CON005,HSE,2699.8
COST01177,2025-04-02,JOB0005,CON006,Rig,18006.54
COST01178,2025-04-02,JOB0005,CON003,Directional,9492.48
COST01179,2025-04-02,JOB0005,CON006,Fluids,8089.46
COST01180,2025-04-02,JOB0005,CON002,Cementing,4738.3
COST01181,2025-04-02,JOB0005,CON001,Rentals,6716.87
COST01182,2025-04-02,JOB0005,CON003,HSE,2739.6
COST01183,2025-04-03,JOB0005,CON003,Rig,21107.99
COST01184,2025-04-03,JOB0005,CON001,Directional,9236.01
COST01185,2025-04-03,JOB0005,CON006,Fluids,7007.77
COST01186,2025-04-03,JOB0005,CON002,Cementing,4731.17
COST01187,2025-04-03,JOB0005,CON002,Rentals,6651.28
COST01188,2025-04-03,JOB0005,CON001,HSE,2619.62
COST01189,2025-04-04,JOB0005,CON006,Rig,15298.75
COST01190,2025-04-04,JOB0005,CON006,Directional,9055.44
COST01191,2025-04-04,JOB0005,CON003,Fluids,5787.02
COST01192,2025-04-04,JOB0005,CON006,Cementing,3527.13
COST01193,2025-04-04,JOB0005,CON006,Rentals,5308.42
COST01194,2025-04-04,JOB0005,CON005,HSE,2484.63
COST01195,2025-04-05,JOB0005,CON002,Rig,30269.29
COST01196,2025-04-05,JOB0005,CON006,Directional,14796.99
COST01197,2025-04-05,JOB0005,CON004,Fluids,8816.77
COST01198,2025-04-05,JOB0005,CON001,Cementing,6293.3
COST01199,2025-04-05,JOB0005,CON003,Rentals,9453.72
COST01200,2025-04-05,JOB0005,CON003,HSE,4597.35
COST01201,2025-04-06,JOB0005,CON005,Rig,20220.79
COST01202,2025-04-06,JOB0005,CON005,Directional,8244.72
COST01203,2025-04-06,JOB0005,CON004,Fluids,4790.3
COST01204,2025-04-06,JOB0005,CON002,Cementing,3239.79
COST01205,2025-04-06,JOB0005,CON006,Rentals,4423.88
COST01206,2025-04-06,JOB0005,CON003,HSE,2801.15
COST01207,2025-04-07,JOB0005,CON005,Rig,18757.37
COST01208,2025-04-07,JOB0005,CON001,Directional,8917.04
COST01209,2025-04-07,JOB0005,CON002,Fluids,6950.53
COST01210,2025-04-07,JOB0005,CON005,Cementing,3420.17
COST01211,2025-04-07,JOB0005,CON006,Rentals,6465.78
COST01212,2025-04-07,JOB0005,CON001,HSE,3456.09
COST01213,2025-04-08,JOB0005,CON003,Rig,32225.68
COST01214,2025-04-08,JOB0005,CON006,Directional,12512.66
COST01215,2025-04-08,JOB0005,CON004,Fluids,9635.28
COST01216,2025-04-08,JOB0005,CON006,Cementing,6259.77
COST01217,2025-04-08,JOB0005,CON006,Rentals,7272.78
COST01218,2025-04-08,JOB0005,CON004,HSE,3867.26
COST01219,2025-04-09,JOB0005,CON001,Rig,23315.76
COST01220,2025-04-09,JOB0005,CON006,Directional,9113.29
COST01221,2025-04-09,JOB0005,CON006,Fluids,5764.78
COST01222,2025-04-09,JOB0005,CON004,Cementing,3079.69
COST01223,2025-04-09,JOB0005,CON001,Rentals,4182.1
COST01224,2025-04-09,JOB0005,CON003,HSE,2285.18
COST01225,2025-04-10,JOB0005,CON001,Rig,22528.11
COST01226,2025-04-10,JOB0005,CON001,Directional,10091.03
COST01227,2025-04-10,JOB0005,CON005,Fluids,9288.59
COST01228,2025-04-10,JOB0005,CON006,Cementing,4070.42
COST01229,2025-04-10,JOB0005,CON001,Rentals,7060.34
COST01230,2025-04-10,JOB0005,CON001,HSE,4018.18
COST01231,2025-04-11,JOB0005,CON003,Rig,30925.61
COST01232,2025-04-11,JOB0005,CON005,Directional,10368.36
COST01233,2025-04-11,JOB0005,CON003,Fluids,8500.74
COST01234,2025-04-11,JOB0005,CON002,Cementing,5777.86
COST01235,2025-04-11,JOB0005,CON001,Rentals,7479.3
COST01236,2025-04-11,JOB0005,CON006,HSE,4033.01
COST01237,2025-04-12,JOB0005,CON001,Rig,18435.63
COST01238,2025-04-12,JOB0005,CON003,Directional,7823.65
COST01239,2025-04-12,JOB0005,CON004,Fluids,7275.52
COST01240,2025-04-12,JOB0005,CON005,Cementing,3289.68
COST01241,2025-04-12,JOB0005,CON006,Rentals,5263.5
COST01242,2025-04-12,JOB0005,CON001,HSE,1920.38
COST01243,2025-04-13,JOB0005,CON004,Rig,24908.44
COST01244,2025-04-13,JOB0005,CON001,Directional,9024.53
COST01245,2025-04-13,JOB0005,CON004,Fluids,8051.82
COST01246,2025-04-13,JOB0005,CON003,Cementing,5003.32
COST01247,2025-04-13,JOB0005,CON005,Rentals,6392.52
COST01248,2025-04-13,JOB0005,CON002,HSE,3493.4
COST01249,2025-04-14,JOB0005,CON002,Rig,21740.61
COST01250,2025-04-14,JOB0005,CON006,Directional,9464.13
COST01251,2025-04-14,JOB0005,CON001,Fluids,5160.32
COST01252,2025-04-14,JOB0005,CON003,Cementing,2540.0
COST01253,2025-04-14,JOB0005,CON004,Rentals,5567.23
COST01254,2025-04-14,JOB0005,CON003,HSE,2051.88
COST01255,2025-04-15,JOB0005,CON003,Rig,17218.77
COST01256,2025-04-15,JOB0005,CON001,Directional,9300.24
COST01257,2025-04-15,JOB0005,CON002,Fluids,7948.18
COST01258,2025-04-15,JOB0005,CON006,Cementing,3230.5
COST01259,2025-04-15,JOB0005,CON006,Rentals,5544.72
COST01260,2025-04-15,JOB0005,CON001,HSE,2797.57
COST01261,2025-04-16,JOB0005,CON005,Rig,20647.69
COST01262,2025-04-16,JOB0005,CON002,Directional,8033.3
COST01263,2025-04-16,JOB0005,CON004,Fluids,7437.19
COST01264,2025-04-16,JOB0005,CON004,Cementing,3792.54
COST01265,2025-04-16,JOB0005,CON001,Rentals,6152.52
COST01266,2025-04-16,JOB0005,CON005,HSE,2293.93
COST01267,2025-04-17,JOB0005,CON001,Rig,18296.19
COST01268,2025-04-17,JOB0005,CON004,Directional,9849.51
COST01269,2025-04-17,JOB0005,CON003,Fluids,6540.89
COST01270,2025-04-17,JOB0005,CON001,Cementing,3440.99
COST01271,2025-04-17,JOB0005,CON004,Rentals,5773.03
COST01272,2025-04-17,JOB0005,CON004,HSE,2804.83
COST01273,2025-04-18,JOB0005,CON003,Rig,15345.18
COST01274,2025-04-18,JOB0005,CON005,Directional,8803.79
COST01275,2025-04-18,JOB0005,CON002,Fluids,4842.13
COST01276,2025-04-18,JOB0005,CON006,Cementing,3887.55
COST01277,2025-04-18,JOB0005,CON006,Rentals,3912.24
COST01278,2025-04-18,JOB0005,CON005,HSE,2050.53
COST01279,2025-04-19,JOB0005,CON001,Rig,23276.26
COST01280,2025-04-19,JOB0005,CON006,Directional,7053.07
COST01281,2025-04-19,JOB0005,CON002,Fluids,5683.64
COST01282,2025-04-19,JOB0005,CON004,Cementing,3896.46
COST01283,2025-04-19,JOB0005,CON003,Rentals,5406.46
COST01284,2025-04-19,JOB0005,CON003,HSE,3153.32
COST01285,2025-04-20,JOB0005,CON002,Rig,20126.08
COST01286,2025-04-20,JOB0005,CON002,Directional,9766.59
COST01287,2025-04-20,JOB0005,CON003,Fluids,8036.81
COST01288,2025-04-20,JOB0005,CON003,Cementing,4044.92
COST01289,2025-04-20,JOB0005,CON005,Rentals,6129.63
COST01290,2025-04-20,JOB0005,CON002,HSE,2456.48
COST01291,2025-04-21,JOB0005,CON003,Rig,24474.74
COST01292,2025-04-21,JOB0005,CON006,Directional,7411.99
COST01293,2025-04-21,JOB0005,CON005,Fluids,6531.8
COST01294,2025-04-21,JOB0005,CON003,Cementing,2999.8
COST01295,2025-04-21,JOB0005,CON004,Rentals,5433.94
COST01296,2025-04-21,JOB0005,CON004,HSE,2610.07
COST01297,2025-04-22,JOB0005,CON002,Rig,21063.08
COST01298,2025-04-22,JOB0005,CON006,Directional,9183.94
COST01299,2025-04-22,JOB0005,CON006,Fluids,6390.92
COST01300,2025-04-22,JOB0005,CON005,Cementing,4180.35
COST01301,2025-04-22,JOB0005,CON001,Rentals,6158.87
COST01302,2025-04-22,JOB0005,CON001,HSE,2985.05
COST01303,2025-04-23,JOB0005,CON003,Rig,15201.79
COST01304,2025-04-23,JOB0005,CON002,Directional,7690.69
COST01305,2025-04-23,JOB0005,CON003,Fluids,6493.76
COST01306,2025-04-23,JOB0005,CON001,Cementing,3615.56
COST01307,2025-04-23,JOB0005,CON006,Rentals,5016.99
COST01308,2025-04-23,JOB0005,CON003,HSE,2499.29
COST01309,2025-04-24,JOB0005,CON002,Rig,15830.52
COST01310,2025-04-24,JOB0005,CON004,Directional,9551.06
COST01311,2025-04-24,JOB0005,CON004,Fluids,6768.0
COST01312,2025-04-24,JOB0005,CON002,Cementing,3497.7
COST01313,2025-04-24,JOB0005,CON004,Rentals,5043.18
COST01314,2025-04-24,JOB0005,CON005,HSE,2766.33
COST01315,2025-04-25,JOB0005,CON001,Rig,18757.61
COST01316,2025-04-25,JOB0005,CON002,Directional,8277.13
COST01317,2025-04-25,JOB0005,CON004,Fluids,6074.07
COST01318,2025-04-25,JOB0005,CON004,Cementing,4761.29
COST01319,2025-04-25,JOB0005,CON005,Rentals,5009.4
COST01320,2025-04-25,JOB0005,CON003,HSE,2415.2
COST01321,2025-04-26,JOB0005,CON001,Rig,20184.93
COST01322,2025-04-26,JOB0005,CON001,Directional,10031.34
COST01323,2025-04-26,JOB0005,CON005,Fluids,7115.86
COST01324,2025-04-26,JOB0005,CON001,Cementing,3443.27
COST01325,2025-04-26,JOB0005,CON002,Rentals,6848.25
COST01326,2025-04-26,JOB0005,CON003,HSE,2643.98
COST01327,2025-04-27,JOB0005,CON002,Rig,20788.43
COST01328,2025-04-27,JOB0005,CON003,Directional,11074.33
