date,commodity_id,commodity_name,metric,value,threshold,severity,explanation
2025-06-27,CANOLA,Canola,Hedge ratio above target,2.55,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-27,CANOLA,Canola,Large net open exposure,-6817635.53,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-27,CANOLA,Canola,High margin requirement,1266051.71,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-30,CANOLA,Canola,Hedge ratio above target,3.5,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-30,CANOLA,Canola,Large net open exposure,-6522125.4,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-30,CANOLA,Canola,High margin requirement,1249974.5,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-01-02,CORN,Corn,Large net open exposure,2497658.78,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-01-03,CORN,Corn,Hedge ratio below target,0.67,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-03,CORN,Corn,Large net open exposure,3024467.55,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-01-06,CORN,Corn,Hedge ratio above target,3.03,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-01-06,CORN,Corn,Large net open exposure,1612112.33,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-01-07,CORN,Corn,Hedge ratio above target,3.03,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-01-07,CORN,Corn,Large net open exposure,1610450.25,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-01-08,CORN,Corn,Hedge ratio below target,0.29,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-08,CORN,Corn,Large net open exposure,2128835.63,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-01-09,CORN,Corn,Hedge ratio below target,0.29,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-09,CORN,Corn,Large net open exposure,2129509.63,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-01-10,CORN,Corn,Hedge ratio below target,0.29,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-10,CORN,Corn,Large net open exposure,2101117.31,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-01-13,CORN,Corn,Hedge ratio below target,0.46,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-14,CORN,Corn,Hedge ratio above target,1.69,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-01-15,CORN,Corn,Hedge ratio above target,1.69,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-01-16,CORN,Corn,Hedge ratio above target,4.57,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-01-16,CORN,Corn,Large net open exposure,-2336184.52,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-01-17,CORN,Corn,Hedge ratio above target,1.55,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-01-17,CORN,Corn,Large net open exposure,-2141638.24,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-01-20,CORN,Corn,Hedge ratio below target,0.3,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-21,CORN,Corn,Hedge ratio below target,0.3,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-22,CORN,Corn,Hedge ratio below target,0.3,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-23,CORN,Corn,Hedge ratio below target,0.3,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-24,CORN,Corn,Hedge ratio below target,0.61,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-27,CORN,Corn,Hedge ratio below target,0.61,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-28,CORN,Corn,Hedge ratio below target,0.61,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-29,CORN,Corn,Hedge ratio below target,0.3,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-30,CORN,Corn,Hedge ratio below target,0.3,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-01-31,CORN,Corn,Hedge ratio below target,0.3,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-03,CORN,Corn,Hedge ratio above target,2.12,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-02-03,CORN,Corn,Large net open exposure,-3756081.73,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-03,CORN,Corn,High margin requirement,1120962.32,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-04,CORN,Corn,Hedge ratio above target,2.12,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-02-04,CORN,Corn,Large net open exposure,-3711073.59,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-04,CORN,Corn,High margin requirement,1133656.89,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-05,CORN,Corn,Hedge ratio above target,2.28,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-02-05,CORN,Corn,Large net open exposure,-3990972.74,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-05,CORN,Corn,High margin requirement,1097821.65,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-06,CORN,Corn,Hedge ratio above target,1.46,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-02-06,CORN,Corn,Large net open exposure,-4671937.37,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-06,CORN,Corn,High margin requirement,1192099.57,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-07,CORN,Corn,Hedge ratio below target,0.66,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-07,CORN,Corn,Large net open exposure,-3219966.54,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-07,CORN,Corn,High margin requirement,1339243.9,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-10,CORN,Corn,Hedge ratio below target,0.66,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-10,CORN,Corn,Large net open exposure,-3210250.97,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-10,CORN,Corn,High margin requirement,1330271.58,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-11,CORN,Corn,Hedge ratio below target,0.66,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-11,CORN,Corn,Large net open exposure,-3198058.44,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-11,CORN,Corn,High margin requirement,1379863.74,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-12,CORN,Corn,Hedge ratio below target,0.66,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-12,CORN,Corn,Large net open exposure,-3179359.49,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-12,CORN,Corn,High margin requirement,1254296.46,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-13,CORN,Corn,Hedge ratio below target,0.66,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-13,CORN,Corn,Large net open exposure,-3200815.69,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-13,CORN,Corn,High margin requirement,1320574.84,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-14,CORN,Corn,Hedge ratio below target,0.66,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-14,CORN,Corn,Large net open exposure,-3224080.65,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-14,CORN,Corn,High margin requirement,1417215.57,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-17,CORN,Corn,Hedge ratio above target,1.26,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-02-17,CORN,Corn,Large net open exposure,-2274375.38,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-17,CORN,Corn,High margin requirement,1259666.31,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-18,CORN,Corn,Hedge ratio above target,3.14,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-02-18,CORN,Corn,High margin requirement,1457740.34,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-19,CORN,Corn,Hedge ratio above target,3.14,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-02-19,CORN,Corn,High margin requirement,1479701.76,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-20,CORN,Corn,High margin requirement,1384848.06,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-21,CORN,Corn,High margin requirement,1422026.71,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-24,CORN,Corn,High margin requirement,1457817.86,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-25,CORN,Corn,High margin requirement,1369305.53,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-26,CORN,Corn,Hedge ratio below target,0.69,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-26,CORN,Corn,High margin requirement,1443794.5,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-27,CORN,Corn,Hedge ratio below target,0.69,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-27,CORN,Corn,High margin requirement,1367886.91,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-28,CORN,Corn,Hedge ratio below target,0.69,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-28,CORN,Corn,High margin requirement,1378764.85,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-03,CORN,Corn,Hedge ratio below target,0.48,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-03,CORN,Corn,Large net open exposure,2093910.91,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-03,CORN,Corn,High margin requirement,1360679.2,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-04,CORN,Corn,High margin requirement,1567373.28,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-05,CORN,Corn,Hedge ratio above target,1.47,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-05,CORN,Corn,High margin requirement,1617796.0,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-06,CORN,Corn,Hedge ratio above target,1.47,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-06,CORN,Corn,High margin requirement,1534791.79,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-07,CORN,Corn,Hedge ratio above target,1.38,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-07,CORN,Corn,High margin requirement,1474580.46,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-10,CORN,Corn,Hedge ratio above target,1.38,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-10,CORN,Corn,High margin requirement,1486301.36,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-11,CORN,Corn,Hedge ratio above target,1.38,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-11,CORN,Corn,High margin requirement,1578100.67,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-12,CORN,Corn,Hedge ratio above target,1.38,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-12,CORN,Corn,High margin requirement,1668182.42,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-13,CORN,Corn,Hedge ratio above target,1.38,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-13,CORN,Corn,High margin requirement,1578048.88,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-14,CORN,Corn,High margin requirement,1529534.03,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-17,CORN,Corn,High margin requirement,1601197.23,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-18,CORN,Corn,High margin requirement,1538700.16,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-19,CORN,Corn,High margin requirement,1530069.16,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-20,CORN,Corn,High margin requirement,1494017.47,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-21,CORN,Corn,Hedge ratio above target,3.41,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-21,CORN,Corn,Large net open exposure,-4652458.83,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-21,CORN,Corn,High margin requirement,1828662.05,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-24,CORN,Corn,Hedge ratio above target,5.17,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-24,CORN,Corn,Large net open exposure,-5379842.46,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-24,CORN,Corn,High margin requirement,1555306.69,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-25,CORN,Corn,Hedge ratio above target,5.17,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-25,CORN,Corn,Large net open exposure,-5503672.92,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-25,CORN,Corn,High margin requirement,1786383.96,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-26,CORN,Corn,Hedge ratio above target,6.9,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-26,CORN,Corn,Large net open exposure,-7633765.6,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-26,CORN,Corn,High margin requirement,1851495.61,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-27,CORN,Corn,Hedge ratio above target,6.9,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-27,CORN,Corn,Large net open exposure,-7635201.12,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-27,CORN,Corn,High margin requirement,1855530.6,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-28,CORN,Corn,Hedge ratio above target,10.12,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-28,CORN,Corn,Large net open exposure,-9817268.55,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-28,CORN,Corn,High margin requirement,2014194.89,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-31,CORN,Corn,Hedge ratio above target,10.12,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-31,CORN,Corn,Large net open exposure,-9647294.46,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-31,CORN,Corn,High margin requirement,1832599.27,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-01,CORN,Corn,Hedge ratio above target,7.45,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-01,CORN,Corn,Large net open exposure,-8695927.89,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-01,CORN,Corn,High margin requirement,1403371.01,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-02,CORN,Corn,Hedge ratio above target,6.64,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-02,CORN,Corn,Large net open exposure,-7783868.41,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-02,CORN,Corn,High margin requirement,1491506.51,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-03,CORN,Corn,Hedge ratio above target,6.64,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-03,CORN,Corn,Large net open exposure,-7874995.83,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-03,CORN,Corn,High margin requirement,1524150.21,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-04,CORN,Corn,Hedge ratio above target,6.64,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-04,CORN,Corn,Large net open exposure,-7938955.41,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-04,CORN,Corn,High margin requirement,1472831.54,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-07,CORN,Corn,Hedge ratio above target,25.84,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-07,CORN,Corn,Large net open exposure,-7208386.89,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-07,CORN,Corn,High margin requirement,1404936.97,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-08,CORN,Corn,Hedge ratio above target,16.53,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-08,CORN,Corn,Large net open exposure,-9260305.35,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-08,CORN,Corn,High margin requirement,1566440.0,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-09,CORN,Corn,Hedge ratio above target,16.53,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-09,CORN,Corn,Large net open exposure,-9244197.53,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-09,CORN,Corn,High margin requirement,1705796.7,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-10,CORN,Corn,Hedge ratio above target,20.66,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-10,CORN,Corn,Large net open exposure,-11618570.47,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-10,CORN,Corn,High margin requirement,1775880.09,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-11,CORN,Corn,Hedge ratio above target,20.66,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-11,CORN,Corn,Large net open exposure,-11412810.65,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-11,CORN,Corn,High margin requirement,1789380.07,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-14,CORN,Corn,Hedge ratio above target,12.95,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-14,CORN,Corn,Large net open exposure,-11670029.46,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-14,CORN,Corn,High margin requirement,1739286.65,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-15,CORN,Corn,Hedge ratio above target,12.95,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-15,CORN,Corn,Large net open exposure,-11768448.63,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-15,CORN,Corn,High margin requirement,1711300.73,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-16,CORN,Corn,Hedge ratio above target,12.95,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-16,CORN,Corn,Large net open exposure,-11729897.46,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-16,CORN,Corn,High margin requirement,1875613.02,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-17,CORN,Corn,Hedge ratio above target,8.9,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-17,CORN,Corn,Large net open exposure,-12026145.44,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-17,CORN,Corn,High margin requirement,1757259.41,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-18,CORN,Corn,Hedge ratio above target,3.63,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-18,CORN,Corn,Large net open exposure,-13673861.02,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-18,CORN,Corn,High margin requirement,1726494.76,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-21,CORN,Corn,Hedge ratio above target,3.63,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-21,CORN,Corn,Large net open exposure,-13691963.45,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-21,CORN,Corn,High margin requirement,1834727.8,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-22,CORN,Corn,Hedge ratio above target,3.24,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-22,CORN,Corn,Large net open exposure,-14278008.61,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-22,CORN,Corn,High margin requirement,1719427.84,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-23,CORN,Corn,Hedge ratio above target,3.36,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-23,CORN,Corn,Large net open exposure,-15131500.7,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-23,CORN,Corn,High margin requirement,1781429.08,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-24,CORN,Corn,Hedge ratio above target,3.36,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-24,CORN,Corn,Large net open exposure,-15208533.21,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-24,CORN,Corn,High margin requirement,1825590.21,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-25,CORN,Corn,Hedge ratio above target,3.36,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-25,CORN,Corn,Large net open exposure,-15151883.48,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-25,CORN,Corn,High margin requirement,1824860.28,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-28,CORN,Corn,Hedge ratio above target,2.61,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-28,CORN,Corn,Large net open exposure,-16051366.34,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-28,CORN,Corn,High margin requirement,1830329.62,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-29,CORN,Corn,Hedge ratio above target,2.61,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-29,CORN,Corn,Large net open exposure,-15981635.13,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-29,CORN,Corn,High margin requirement,1963083.84,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-30,CORN,Corn,Hedge ratio above target,2.5,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-30,CORN,Corn,Large net open exposure,-15946208.77,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-30,CORN,Corn,High margin requirement,1835884.94,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-01,CORN,Corn,Hedge ratio above target,3.48,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-01,CORN,Corn,Large net open exposure,-14782654.66,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-01,CORN,Corn,High margin requirement,1639204.19,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-02,CORN,Corn,Hedge ratio above target,3.48,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-02,CORN,Corn,Large net open exposure,-14663977.87,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-02,CORN,Corn,High margin requirement,1835160.34,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-05,CORN,Corn,Hedge ratio above target,3.52,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-05,CORN,Corn,Large net open exposure,-14827872.92,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-05,CORN,Corn,High margin requirement,1814267.47,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-06,CORN,Corn,Hedge ratio above target,3.52,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-06,CORN,Corn,Large net open exposure,-14570208.25,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-06,CORN,Corn,High margin requirement,1814670.03,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-07,CORN,Corn,Hedge ratio above target,3.52,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-07,CORN,Corn,Large net open exposure,-14566466.15,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-07,CORN,Corn,High margin requirement,1829343.34,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-08,CORN,Corn,Hedge ratio above target,4.21,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-08,CORN,Corn,Large net open exposure,-14224545.58,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-08,CORN,Corn,High margin requirement,1809446.82,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-09,CORN,Corn,Hedge ratio above target,4.21,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-09,CORN,Corn,Large net open exposure,-14345413.81,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-09,CORN,Corn,High margin requirement,1807705.74,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-12,CORN,Corn,Hedge ratio above target,5.14,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-12,CORN,Corn,Large net open exposure,-12468892.76,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-12,CORN,Corn,High margin requirement,1933691.44,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-13,CORN,Corn,Hedge ratio above target,5.14,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-13,CORN,Corn,Large net open exposure,-12521025.08,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-13,CORN,Corn,High margin requirement,1846482.7,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-14,CORN,Corn,Hedge ratio above target,5.14,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-14,CORN,Corn,Large net open exposure,-12357869.31,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-14,CORN,Corn,High margin requirement,1815864.75,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-15,CORN,Corn,Hedge ratio above target,5.14,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-15,CORN,Corn,Large net open exposure,-12322510.07,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-15,CORN,Corn,High margin requirement,2100133.45,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-16,CORN,Corn,Hedge ratio above target,5.6,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-16,CORN,Corn,Large net open exposure,-12288774.74,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-16,CORN,Corn,High margin requirement,1819884.59,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-19,CORN,Corn,Hedge ratio above target,5.6,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-19,CORN,Corn,Large net open exposure,-12250400.98,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-19,CORN,Corn,High margin requirement,1881034.53,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-20,CORN,Corn,Hedge ratio above target,5.6,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-20,CORN,Corn,Large net open exposure,-12135924.56,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-20,CORN,Corn,High margin requirement,1761440.86,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-21,CORN,Corn,Hedge ratio above target,5.6,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-21,CORN,Corn,Large net open exposure,-12103541.3,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-21,CORN,Corn,High margin requirement,1882262.73,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-22,CORN,Corn,Hedge ratio above target,2.93,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-22,CORN,Corn,Large net open exposure,-13831594.05,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-22,CORN,Corn,High margin requirement,1803595.29,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-23,CORN,Corn,Hedge ratio above target,2.93,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-23,CORN,Corn,Large net open exposure,-13826493.46,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-23,CORN,Corn,High margin requirement,1840368.52,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-26,CORN,Corn,Hedge ratio above target,4.73,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-26,CORN,Corn,Large net open exposure,-12627187.61,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-26,CORN,Corn,High margin requirement,1959438.28,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-27,CORN,Corn,Hedge ratio above target,4.84,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
