date,commodity_id,commodity_name,contract_month,avg_cash_price_cad_mt,futures_price_cad_mt,usd_cad,basis_cad_mt,physical_quantity_mt,futures_quantity_mt,net_open_quantity_mt,physical_exposure_cad,futures_exposure_cad,net_open_exposure_cad,hedge_ratio,daily_pnl_cad,cumulative_pnl_cad,basis_risk_cad,margin_requirement_cad,var_95_cad,var_99_cad,stress_down_5pct_cad,stress_up_5pct_cad,physical_transaction_count,futures_position_count
2025-04-24,CANOLA,Canola,2025-05,426.88,576.92,1.37,-150.04,5702.0,-4960.0,742.0,2434046.95,-2861526.67,-427479.72,0.87,-2726.73,-289727.7,28078.98,1403000.29,55195.36,77942.54,45714.46,-45714.46,13.0,19.0
2025-04-25,CANOLA,Canola,2025-05,419.04,565.85,1.37,-146.82,5702.0,-4960.0,742.0,2389343.27,-2806621.46,-417278.18,0.87,10201.54,-279526.17,26043.1,1354385.42,55306.18,78099.03,44757.34,-44757.34,13.0,19.0
2025-04-28,CANOLA,Canola,2025-05,419.02,563.8,1.36,-144.79,2398.0,-4960.0,-2562.0,1004800.37,-2796455.94,-1791655.57,2.07,10051.48,-269474.69,9028.41,1294025.45,55501.15,78374.35,99630.78,-99630.78,12.0,19.0
2025-04-29,CANOLA,Canola,2025-05,416.73,557.46,1.36,-140.73,2398.0,-4960.0,-2562.0,999318.54,-2765021.44,-1765702.9,2.07,25952.67,-243522.02,9638.65,1383625.65,55757.63,78736.54,98278.33,-98278.33,12.0,19.0
2025-04-30,CANOLA,Canola,2025-05,418.63,568.66,1.36,-150.03,2398.0,-6440.0,-4042.0,1003865.15,-3662149.79,-2658284.64,2.69,-50969.68,-294491.7,9686.53,1443056.51,58761.59,82978.49,142952.88,-142952.88,12.0,20.0
2025-05-01,CANOLA,Canola,2025-05,419.06,572.38,1.36,-153.33,2398.0,-6440.0,-4042.0,1004896.29,-3686147.81,-2681251.52,2.69,-22966.88,-317458.57,9593.23,1393097.23,58246.28,82250.81,144111.54,-144111.54,12.0,20.0
2025-05-02,CANOLA,Canola,2025-05,421.63,575.05,1.36,-153.42,2398.0,-6440.0,-4042.0,1011059.15,-3703314.27,-2692255.12,2.69,-11003.6,-328462.18,9759.44,1536447.22,56976.05,80457.09,144723.35,-144723.35,12.0,20.0
2025-05-05,CANOLA,Canola,2025-05,426.81,571.24,1.36,-144.43,2398.0,-6440.0,-4042.0,1023480.79,-3678790.75,-2655309.96,2.69,36945.16,-291517.02,9393.66,1444434.24,51159.04,72242.76,143000.31,-143000.31,12.0,20.0
2025-05-06,CANOLA,Canola,2025-05,426.36,579.85,1.36,-153.49,180.0,-6440.0,-6260.0,76744.44,-3734231.42,-3657486.98,35.78,-56514.98,-348031.99,732.7,1452000.84,54880.95,77498.56,183641.79,-183641.79,13.0,20.0
2025-05-07,CANOLA,Canola,2025-05,434.95,588.01,1.36,-153.06,1204.0,-6440.0,-5236.0,523677.39,-3786781.82,-3263104.43,5.35,-51004.2,-399036.19,4934.06,1478571.44,55185.53,77928.66,168392.0,-168392.0,14.0,20.0
2025-05-08,CANOLA,Canola,2025-05,421.38,569.77,1.36,-148.39,1204.0,-6440.0,-5236.0,507341.52,-3669331.68,-3161990.16,5.35,101114.27,-297921.92,4602.32,1543609.25,63815.34,90114.99,163172.92,-163172.92,14.0,20.0
2025-05-09,CANOLA,Canola,2025-05,423.36,579.8,1.36,-156.43,2055.0,-6440.0,-4385.0,870013.02,-3733881.09,-2863868.07,3.13,-62160.67,-360082.59,8474.36,1477324.92,66673.7,94151.34,151893.53,-151893.53,17.0,20.0
2025-05-12,CANOLA,Canola,2025-05,431.58,574.95,1.36,-143.38,-1322.0,-6440.0,-7762.0,-570543.47,-3702701.18,-4273244.66,4.87,48055.56,-312027.03,5660.24,1405343.76,68980.48,97408.8,207956.8,-207956.8,18.0,20.0
2025-05-13,CANOLA,Canola,2025-05,432.62,587.96,1.36,-155.34,-1322.0,-7040.0,-8362.0,-571918.35,-4139204.61,-4711122.96,5.33,-85105.18,-397132.21,5940.78,1564536.63,74801.56,105628.87,229836.96,-229836.96,18.0,21.0
2025-05-14,CANOLA,Canola,2025-05,429.27,577.27,1.36,-148.0,-984.0,-7040.0,-8024.0,-422397.74,-4063949.82,-4486347.57,7.15,79683.48,-317448.73,4314.32,1501518.25,80651.79,113890.11,220093.4,-220093.4,17.0,21.0
2025-05-15,CANOLA,Canola,2025-05,425.65,572.76,1.35,-147.11,-984.0,-7040.0,-8024.0,-418843.54,-4032262.08,-4451105.62,7.15,35241.95,-282206.78,4331.9,1634750.5,80775.36,114064.6,218366.85,-218366.85,17.0,21.0
2025-05-16,CANOLA,Canola,2025-05,428.06,567.86,1.35,-139.81,4278.0,-7420.0,-3142.0,1831232.12,-4213550.88,-2382318.76,1.73,32133.98,-250072.79,20403.92,1554523.41,79305.44,111988.9,137428.26,-137428.26,17.0,22.0
2025-05-19,CANOLA,Canola,2025-05,426.85,574.53,1.35,-147.68,4278.0,-7420.0,-3142.0,1826072.86,-4263034.86,-2436962.0,1.73,-54643.25,-304716.04,20438.46,1415611.93,82029.65,115835.81,140108.83,-140108.83,17.0,22.0
2025-05-20,CANOLA,Canola,2025-05,428.64,577.54,1.35,-148.91,5037.0,-7420.0,-2383.0,2159049.61,-4285372.77,-2126323.16,1.47,-14697.4,-319413.44,23322.37,1576817.42,82157.96,116017.0,127906.65,-127906.65,17.0,22.0
2025-05-21,CANOLA,Canola,2025-05,429.39,577.37,1.35,-147.98,531.0,-7420.0,-6889.0,228005.03,-4284070.56,-4056065.53,13.97,5079.96,-314333.48,2453.88,1675516.77,81843.93,115573.55,205083.33,-205083.33,18.0,22.0
2025-05-22,CANOLA,Canola,2025-05,422.17,567.09,1.35,-144.92,-5164.0,-7420.0,-12584.0,-2180106.54,-4207841.19,-6387947.73,1.44,72398.74,-241934.75,24177.79,1652589.4,86240.44,121781.96,297596.32,-297596.32,17.0,22.0
2025-05-23,CANOLA,Canola,2025-05,428.03,568.86,1.35,-140.84,-5164.0,-7420.0,-12584.0,-2210326.26,-4220963.46,-6431289.72,1.44,-43342.0,-285276.75,25668.09,1668446.25,87794.1,123975.9,299461.22,-299461.22,17.0,22.0
2025-05-26,CANOLA,Canola,2025-05,429.23,574.95,1.35,-145.72,-10861.0,-7420.0,-18281.0,-4661867.03,-4266140.13,-8928007.16,0.68,-51394.13,-336670.87,53675.36,1491176.64,89664.33,126616.9,399781.69,-399781.69,17.0,22.0
2025-05-27,CANOLA,Canola,2025-05,425.63,572.9,1.35,-147.27,-10861.0,-7420.0,-18281.0,-4622810.87,-4250914.29,-8873725.16,0.68,54282.0,-282388.88,50310.96,1611317.85,91580.1,129322.2,397458.15,-397458.15,17.0,22.0
2025-05-28,CANOLA,Canola,2025-05,419.79,562.22,1.35,-142.43,-10861.0,-7420.0,-18281.0,-4559360.91,-4171679.82,-8731040.73,0.68,142684.43,-139704.44,52204.8,1509693.57,103783.62,146555.05,390958.43,-390958.43,17.0,22.0
2025-05-29,CANOLA,Canola,2025-05,422.22,571.23,1.35,-149.01,-10861.0,-7420.0,-18281.0,-4585687.98,-4238493.21,-8824181.19,0.68,-93140.45,-232844.9,50545.77,1568537.77,109812.91,155069.13,395352.18,-395352.18,17.0,22.0
2025-05-30,CANOLA,Canola,2025-05,416.5,551.96,1.34,-135.46,-8824.0,-8320.0,-17144.0,-3675160.7,-4592302.21,-8267462.91,0.94,205079.38,-27765.52,46112.2,1541765.78,132179.51,186653.49,376621.54,-376621.54,16.0,23.0
2025-06-02,CANOLA,Canola,2025-07,419.98,554.95,1.34,-134.97,-63.0,-9440.0,-9503.0,-26458.61,-5238705.34,-5265163.96,149.84,-55586.99,-83352.51,369.11,1223083.39,134372.39,189750.1,262993.61,-262993.61,14.0,18.0
2025-06-03,CANOLA,Canola,2025-07,412.02,560.53,1.35,-148.51,-63.0,-9440.0,-9503.0,-25957.26,-5291436.24,-5317393.5,149.84,-52229.54,-135582.05,355.87,1230599.41,134075.54,189330.91,265610.1,-265610.1,14.0,18.0
2025-06-04,CANOLA,Canola,2025-07,411.12,554.47,1.34,-143.34,-63.0,-9440.0,-9503.0,-25900.69,-5234151.49,-5260052.17,149.84,57341.33,-78240.72,343.18,1300567.66,132893.59,187661.86,262743.6,-262743.6,14.0,18.0
2025-06-05,CANOLA,Canola,2025-07,414.16,559.56,1.34,-145.4,-63.0,-9440.0,-9503.0,-26092.08,-5282219.97,-5308312.05,149.84,-48259.87,-126500.6,340.99,1295657.47,130599.34,184422.1,265154.68,-265154.68,14.0,18.0
2025-06-06,CANOLA,Canola,2025-07,420.41,559.69,1.34,-139.28,-63.0,-9440.0,-9503.0,-26485.96,-5283484.93,-5309970.88,149.84,-1658.84,-128159.43,311.8,1269348.9,127781.39,180442.82,265233.68,-265233.68,14.0,18.0
2025-06-09,CANOLA,Canola,2025-07,415.14,562.46,1.34,-147.32,-63.0,-9440.0,-9503.0,-26154.07,-5309669.6,-5335823.67,149.84,-25852.79,-154012.22,313.08,1187633.32,127669.21,180284.41,266529.64,-266529.64,14.0,18.0
2025-06-10,CANOLA,Canola,2025-07,412.04,555.62,1.34,-143.57,-4412.0,-9440.0,-13852.0,-1817938.13,-5245030.14,-7062968.27,2.14,64834.76,-89177.47,19113.88,1239794.77,123949.02,175031.03,334969.03,-334969.03,13.0,18.0
2025-06-11,CANOLA,Canola,2025-07,412.3,554.71,1.34,-142.41,-2194.0,-9440.0,-11634.0,-904581.81,-5236428.42,-6141010.23,4.3,7481.08,-81696.39,9359.66,1217977.91,121420.03,171459.8,298004.69,-298004.69,12.0,18.0
2025-06-12,CANOLA,Canola,2025-07,416.02,563.08,1.34,-147.06,-2194.0,-9440.0,-11634.0,-912756.66,-5315488.42,-6228245.07,4.3,-87234.84,-168931.23,9355.37,1299116.92,126339.01,178405.99,302284.69,-302284.69,12.0,18.0
2025-06-13,CANOLA,Canola,2025-07,416.48,561.98,1.34,-145.5,-1682.0,-9440.0,-11122.0,-700526.09,-5305115.74,-6005641.83,5.61,9363.43,-159567.8,6982.44,1314610.06,125934.08,177834.19,293276.83,-293276.83,10.0,18.0
2025-06-16,CANOLA,Canola,2025-07,416.73,564.66,1.34,-147.94,-4441.0,-9440.0,-13881.0,-1850680.17,-5330414.94,-7181095.11,2.13,-25706.24,-185274.04,18485.0,1308490.92,124429.53,175709.58,340547.95,-340547.95,9.0,18.0
2025-06-17,CANOLA,Canola,2025-07,416.32,557.13,1.34,-140.81,-4441.0,-9440.0,-13881.0,-1848877.12,-5259324.19,-7108201.31,2.13,72893.8,-112380.24,18178.17,1217522.23,126523.7,178666.8,336921.29,-336921.29,9.0,18.0
2025-06-18,CANOLA,Canola,2025-07,408.95,553.38,1.34,-144.43,-5768.0,-9440.0,-15208.0,-2358823.6,-5223905.31,-7582728.91,1.64,68149.05,-44231.19,22994.51,1117877.02,128274.83,181139.6,355548.21,-355548.21,8.0,18.0
2025-06-19,CANOLA,Canola,2025-07,414.22,557.32,1.34,-143.1,-11580.0,-9440.0,-21020.0,-4796667.6,-5261095.14,-10057762.74,0.82,-67587.18,-111818.38,46095.85,1166709.22,129457.74,182810.03,454921.46,-454921.46,6.0,18.0
2025-06-20,CANOLA,Canola,2025-07,402.24,547.78,1.34,-145.54,-8203.0,-9440.0,-17643.0,-3299591.13,-5171029.98,-8470621.11,1.15,228770.39,116952.01,32320.74,1326839.03,151497.48,213932.81,390535.14,-390535.14,5.0,18.0
2025-06-23,CANOLA,Canola,2025-07,409.46,555.48,1.34,-146.02,-3697.0,-9440.0,-13137.0,-1513773.62,-5243765.18,-6757538.8,2.55,-131944.45,-14992.44,14595.09,1235293.77,159641.32,225432.9,322739.2,-322739.2,4.0,18.0
2025-06-24,CANOLA,Canola,2025-07,406.19,547.59,1.34,-141.41,-3697.0,-9440.0,-13137.0,-1501669.64,-5169259.04,-6670928.68,2.55,86610.12,71617.68,14446.03,1217745.42,161187.79,227616.7,318529.74,-318529.74,4.0,18.0
2025-06-25,CANOLA,Canola,2025-07,413.13,557.56,1.34,-144.43,-3697.0,-9440.0,-13137.0,-1527341.61,-5263372.06,-6790713.67,2.55,-119784.99,-48167.31,14416.54,1337933.45,161115.18,227514.17,324262.27,-324262.27,4.0,18.0
2025-06-26,CANOLA,Canola,2025-07,413.81,557.39,1.35,-143.58,-3697.0,-9440.0,-13137.0,-1529862.96,-5261742.72,-6791605.68,2.55,-892.01,-49059.32,13678.3,1328824.01,156630.76,221181.62,324281.65,-324281.65,4.0,18.0
2025-06-27,CANOLA,Canola,2025-07,408.65,562.17,1.35,-153.52,-3697.0,-9440.0,-13137.0,-1510779.05,-5306856.48,-6817635.53,2.55,-26029.85,-75089.17,14177.29,1266051.71,137221.82,193773.84,325773.99,-325773.99,4.0,18.0
2025-06-30,CANOLA,Canola,2025-07,419.99,570.78,1.35,-150.79,-2700.0,-9440.0,-12140.0,-1133962.2,-5388163.2,-6522125.4,3.5,-123215.91,-198305.08,9159.01,1249974.5,143121.95,202105.54,314766.65,-314766.65,3.0,18.0
2025-01-02,CORN,Corn,2025-03,257.47,249.33,1.36,8.14,5150.0,4699.37,9849.37,1325970.5,1171688.28,2497658.78,0.91,0.0,0.0,0.0,88078.62,0.0,0.0,-111623.23,111623.23,1.0,1.0
2025-01-03,CORN,Corn,2025-03,260.47,252.78,1.36,7.68,7051.0,4699.37,11750.37,1836545.77,1187921.79,3024467.55,0.67,31662.9,31662.9,0.0,92093.15,0.0,0.0,-132857.92,132857.92,2.0,1.0
2025-01-06,CORN,Corn,2025-03,260.56,257.05,1.36,3.5,1551.0,4699.37,6250.37,404122.36,1207989.98,1612112.33,3.03,20702.78,52365.68,0.0,92015.15,0.0,0.0,-76564.39,76564.39,3.0,1.0
2025-01-07,CORN,Corn,2025-03,264.59,255.37,1.36,9.23,1551.0,4699.37,6250.37,410385.29,1200064.96,1610450.25,3.03,-1662.08,50703.6,0.0,97641.43,0.0,0.0,-76418.66,76418.66,3.0,1.0
2025-01-08,CORN,Corn,2025-03,266.01,258.11,1.36,7.9,11207.0,-3302.26,7904.74,2981196.48,-852360.86,2128835.63,0.29,15109.43,65813.03,24645.92,238255.68,23275.1,32867.27,-76629.82,76629.82,5.0,2.0
2025-01-09,CORN,Corn,2025-03,265.68,256.77,1.35,8.91,11207.0,-3302.26,7904.74,2977430.93,-847921.3,2129509.63,0.29,674.01,66487.04,23250.62,251795.25,22453.36,31706.87,-76701.17,76701.17,5.0,2.0
2025-01-10,CORN,Corn,2025-03,262.52,254.66,1.35,7.86,11207.0,-3302.26,7904.74,2942084.05,-840966.74,2101117.31,0.29,-28392.32,38094.72,21262.45,254299.5,32033.41,45235.06,-75635.03,75635.03,5.0,2.0
2025-01-13,CORN,Corn,2025-03,270.38,259.28,1.35,11.1,7224.0,-3302.26,3921.74,1953239.57,-856213.28,1097026.29,0.46,72840.49,110935.2,15520.01,249848.55,49248.68,69545.1,-35318.92,35318.92,6.0,2.0
2025-01-14,CORN,Corn,2025-03,266.62,256.7,1.35,9.92,7224.0,-12192.96,-4968.96,1926091.78,-3129963.31,-1203871.54,1.69,-18632.91,92302.29,15208.55,397220.9,49414.22,69778.87,79454.49,-79454.49,6.0,3.0
2025-01-15,CORN,Corn,2025-03,259.42,250.14,1.35,9.28,7224.0,-12192.96,-4968.96,1874035.63,-3049965.3,-1175929.67,1.69,27941.87,120244.16,14529.76,436362.12,47493.33,67066.34,77536.84,-77536.84,6.0,3.0
2025-01-16,CORN,Corn,2025-03,253.53,247.04,1.35,6.5,2666.0,-12192.96,-9526.96,675921.64,-3012106.16,-2336184.52,4.57,-4646.88,115597.28,5300.79,433413.05,45813.13,64693.7,123568.44,-123568.44,7.0,3.0
2025-01-17,CORN,Corn,2025-03,257.28,245.66,1.36,11.62,-3352.0,-5207.41,-8559.41,-862402.56,-1279235.68,-2141638.24,1.55,26809.46,142406.74,7173.79,564010.02,44365.78,62649.86,98457.89,-98457.89,8.0,4.0
2025-01-20,CORN,Corn,2025-03,254.62,246.89,1.36,7.73,-3352.0,-1016.08,-4368.08,-853499.65,-250864.46,-1104364.11,0.3,2458.22,144864.97,6902.74,824313.87,42694.68,60290.06,46683.21,-46683.21,8.0,6.0
2025-01-21,CORN,Corn,2025-03,255.15,248.68,1.36,6.47,-3352.0,-1016.08,-4368.08,-855249.39,-252674.71,-1107924.1,0.3,-3559.99,141304.97,6856.48,825027.03,41529.01,58644.0,46843.71,-46843.71,8.0,6.0
2025-01-22,CORN,Corn,2025-03,254.36,246.7,1.36,7.65,-3352.0,-1016.08,-4368.08,-852601.31,-250671.0,-1103272.31,0.3,4651.79,145956.76,6628.96,815056.46,40085.45,56605.51,46637.6,-46637.6,8.0,6.0
2025-01-23,CORN,Corn,2025-03,259.23,251.41,1.36,7.82,-3352.0,-1016.08,-4368.08,-868938.96,-255452.27,-1124391.23,0.3,-21118.91,124837.85,6413.48,838590.63,40763.4,57562.87,47530.17,-47530.17,8.0,6.0
2025-01-24,CORN,Corn,2025-03,255.81,249.87,1.36,5.93,-3352.0,2032.16,-1319.84,-857461.71,507781.51,-349680.2,0.61,13038.76,137876.61,6479.05,877474.61,39524.58,55813.5,8909.39,-8909.39,8.0,7.0
2025-01-27,CORN,Corn,2025-03,258.91,250.85,1.36,8.06,-3352.0,2032.16,-1319.84,-867866.32,509771.4,-358094.92,0.61,-8414.72,129461.89,6285.61,846640.5,38879.33,54902.33,9226.08,-9226.08,8.0,7.0
2025-01-28,CORN,Corn,2025-03,253.93,251.87,1.36,2.06,-3352.0,2032.16,-1319.84,-851186.77,511844.2,-339342.56,0.61,18752.36,148214.25,7659.94,839624.56,38036.47,53712.1,8455.26,-8455.26,8.0,7.0
2025-01-29,CORN,Corn,2025-03,257.77,247.82,1.36,9.95,-3352.0,-1016.08,-4368.08,-864051.74,-251804.13,-1115855.88,0.3,-21100.91,127113.33,7635.33,907003.99,38527.04,54404.85,47152.28,-47152.28,8.0,8.0
2025-01-30,CORN,Corn,2025-03,259.14,249.9,1.36,9.24,-3352.0,-1016.08,-4368.08,-868623.87,-253918.39,-1122542.26,0.3,-6686.39,120426.95,7702.5,943443.12,38763.35,54738.55,47440.87,-47440.87,8.0,8.0
2025-01-31,CORN,Corn,2025-03,253.34,244.17,1.36,9.16,-3352.0,-1016.08,-4368.08,-849182.27,-248100.72,-1097283.0,0.3,25259.27,145686.21,7755.1,934128.13,38224.64,53977.83,46372.33,-46372.33,8.0,8.0
2025-02-03,CORN,Corn,2025-03,252.95,250.59,1.36,2.35,-4783.0,-10160.8,-14943.8,-1209850.28,-2546231.45,-3756081.73,2.12,-5221.84,140464.37,11678.09,1120962.32,37962.58,53607.76,175705.58,-175705.58,9.0,9.0
2025-02-04,CORN,Corn,2025-03,254.69,245.34,1.36,9.35,-4783.0,-10160.8,-14943.8,-1218182.27,-2492891.32,-3711073.59,2.12,45008.15,185472.52,11694.63,1133656.89,40700.22,57473.65,173371.86,-173371.86,9.0,9.0
2025-02-05,CORN,Corn,2025-03,256.63,253.0,1.36,3.63,-4783.0,-10922.86,-15705.86,-1227480.42,-2763492.32,-3990972.74,2.28,-87097.37,98375.15,12571.01,1097821.65,53228.87,75165.61,187273.83,-187273.83,9.0,10.0
2025-02-06,CORN,Corn,2025-03,258.82,250.43,1.36,8.39,-7482.0,-10922.86,-18404.86,-1936521.17,-2735416.2,-4671937.37,1.46,17601.35,115976.5,19592.96,1192099.57,53550.8,75620.22,214231.66,-214231.66,10.0,10.0
2025-02-07,CORN,Corn,2025-03,260.79,256.13,1.36,4.67,-7482.0,-4953.39,-12435.39,-1951260.71,-1268705.84,-3219966.54,0.66,-76982.37,38994.14,20236.6,1339243.9,60157.25,84949.33,141485.72,-141485.72,10.0,13.0
2025-02-10,CORN,Corn,2025-03,260.76,254.22,1.36,6.53,-7482.0,-4953.39,-12435.39,-1950976.39,-1259274.58,-3210250.97,0.66,9715.57,48709.71,19292.45,1330271.58,53333.19,75312.93,141002.78,-141002.78,10.0,13.0
2025-02-11,CORN,Corn,2025-03,260.52,252.12,1.36,8.41,-7482.0,-4953.39,-12435.39,-1949225.6,-1248832.84,-3198058.44,0.66,12192.53,60902.24,18850.8,1379863.74,53260.3,75210.0,140410.67,-140410.67,10.0,13.0
2025-02-12,CORN,Corn,2025-03,258.48,251.42,1.36,7.06,-7482.0,-4953.39,-12435.39,-1933962.32,-1245397.16,-3179359.49,0.66,18698.95,79601.19,18506.93,1254296.46,52631.9,74322.62,139628.35,-139628.35,10.0,13.0
2025-02-13,CORN,Corn,2025-03,258.86,255.19,1.37,3.67,-7482.0,-4953.39,-12435.39,-1936760.59,-1264055.1,-3200815.69,0.66,-21456.2,58144.99,19377.44,1320574.84,53114.74,75004.44,140673.18,-140673.18,10.0,13.0
2025-02-14,CORN,Corn,2025-03,261.26,256.26,1.37,5.0,-7482.0,-4953.39,-12435.39,-1954732.36,-1269348.29,-3224080.65,0.66,-23264.96,34880.03,17814.47,1417215.57,52312.1,73871.02,141656.71,-141656.71,10.0,13.0
2025-02-17,CORN,Corn,2025-03,261.32,251.19,1.36,10.13,-3942.0,-4953.39,-8895.39,-1030123.44,-1244251.94,-2274375.38,1.26,24632.47,59512.5,9837.33,1259666.31,53416.04,75429.93,103417.53,-103417.53,11.0,13.0
2025-02-18,CORN,Corn,2025-03,256.31,251.06,1.36,5.25,2266.0,-7112.56,-4846.56,580798.46,-1785650.86,-1204852.4,3.14,20423.08,79935.58,5705.98,1457740.34,54188.88,76521.27,66050.6,-66050.6,13.0,14.0
2025-02-19,CORN,Corn,2025-03,255.78,250.58,1.36,5.2,2266.0,-7112.56,-4846.56,579602.01,-1782265.28,-1202663.27,3.14,2189.13,82124.71,5732.3,1479701.76,54146.21,76461.01,65929.18,-65929.18,13.0,14.0
2025-02-20,CORN,Corn,2025-03,265.93,256.89,1.37,9.04,7766.0,-7112.56,653.44,2065212.38,-1827136.29,238076.09,0.92,-21875.64,60249.07,19998.97,1384848.06,54182.82,76512.7,8748.32,-8748.32,12.0,14.0
2025-02-21,CORN,Corn,2025-03,263.93,254.87,1.37,9.05,7766.0,-7112.56,653.44,2049649.32,-1812812.31,236837.01,0.92,-1239.08,59009.99,20371.69,1422026.71,53823.44,76005.22,8654.64,-8654.64,12.0,14.0
2025-02-24,CORN,Corn,2025-03,265.9,257.19,1.36,8.71,7766.0,-7112.56,653.44,2064979.4,-1829276.46,235702.94,0.92,-1134.07,57875.92,20529.44,1457817.86,53803.8,75977.48,8864.65,-8864.65,12.0,14.0
2025-02-25,CORN,Corn,2025-03,261.89,258.06,1.36,3.83,7766.0,-7112.56,653.44,2033837.74,-1835467.23,198370.51,0.92,-37332.43,20543.49,19422.3,1369305.53,54443.55,76880.89,10419.85,-10419.85,12.0,14.0
2025-02-26,CORN,Corn,2025-03,266.02,259.88,1.36,6.14,10330.0,-7112.56,3217.44,2747986.6,-1848429.16,899557.44,0.69,19111.65,39655.14,24811.23,1443794.5,54905.53,77533.26,-17498.01,17498.01,11.0,14.0
2025-02-27,CORN,Corn,2025-03,264.23,259.22,1.37,5.01,10330.0,-7112.56,3217.44,2729454.58,-1843701.44,885753.14,0.69,-13804.3,25850.84,24340.16,1367886.91,55011.2,77682.49,-16993.11,16993.11,11.0,14.0
2025-02-28,CORN,Corn,2025-03,267.79,257.14,1.37,10.66,10330.0,-7112.56,3217.44,2766312.02,-1828890.25,937421.77,0.69,51668.63,77519.48,25469.08,1378764.85,57863.07,81709.66,-19207.97,19207.97,11.0,14.0
2025-03-03,CORN,Corn,2025-03,263.42,257.0,1.37,6.42,14888.0,-7112.56,7775.44,3921826.74,-1827915.83,2093910.91,0.48,-44188.34,33331.14,33577.91,1360679.2,59791.94,84433.47,-65477.28,65477.28,10.0,14.0
2025-03-04,CORN,Corn,2025-03,267.83,261.27,1.37,6.55,14888.0,-14352.13,535.87,3987393.49,-3749819.76,237573.73,0.96,35164.83,68495.96,32380.33,1567373.28,58704.28,82897.55,27995.25,-27995.25,10.0,15.0
2025-03-05,CORN,Corn,2025-03,268.7,260.0,1.37,8.7,9738.0,-14352.13,-4614.13,2616600.6,-3731533.71,-1114933.11,1.47,31298.16,99794.12,20416.91,1617796.0,50966.54,71970.94,81912.66,-81912.66,9.0,15.0
2025-03-06,CORN,Corn,2025-03,274.98,263.92,1.37,11.06,9738.0,-14352.13,-4614.13,2677755.24,-3787768.22,-1110012.98,1.47,4920.12,104714.25,22133.32,1534791.79,50554.63,71389.27,82278.2,-82278.2,9.0,15.0
2025-03-07,CORN,Corn,2025-03,273.32,264.6,1.37,8.72,10648.0,-14733.16,-4085.16,2910332.66,-3898420.66,-988088.0,1.38,-25976.81,78737.43,23734.07,1474580.46,42342.41,59792.62,78507.73,-78507.73,10.0,16.0
2025-03-10,CORN,Corn,2025-03,275.56,267.97,1.37,7.59,10648.0,-14733.16,-4085.16,2934141.58,-3948074.35,-1013932.77,1.38,-25844.77,52892.67,23674.33,1486301.36,43431.05,61329.91,80038.05,-80038.05,10.0,16.0
2025-03-11,CORN,Corn,2025-03,277.87,269.84,1.37,8.03,10648.0,-14733.16,-4085.16,2958717.17,-3975525.18,-1016808.01,1.38,-2875.24,50017.43,23587.59,1578100.67,43190.46,60990.17,80427.57,-80427.57,10.0,16.0
2025-03-12,CORN,Corn,2025-03,281.7,275.51,1.37,6.19,10648.0,-14733.16,-4085.16,2999541.6,-4059088.71,-1059547.11,1.38,-42739.1,7278.32,23728.16,1668182.42,45171.08,63787.04,82972.77,-82972.77,10.0,16.0
2025-03-13,CORN,Corn,2025-03,280.22,274.95,1.37,5.27,10648.0,-14733.16,-4085.16,2983782.56,-4050813.1,-1067030.54,1.38,-7483.42,-205.1,22559.48,1578048.88,44671.76,63081.94,83189.35,-83189.35,10.0,16.0
2025-03-14,CORN,Corn,2025-03,279.3,272.89,1.37,6.41,16666.0,-14733.16,1932.84,4654813.8,-4020536.45,634277.35,0.88,20480.48,20275.38,34327.29,1529534.03,44732.28,63167.41,14834.27,-14834.27,9.0,16.0
2025-03-17,CORN,Corn,2025-03,274.38,269.55,1.37,4.83,12402.0,-14733.16,-2331.16,3402811.15,-3971286.45,-568475.29,1.19,-32813.38,-12538.0,25186.32,1601197.23,45084.95,63665.42,62451.88,-62451.88,8.0,16.0
2025-03-18,CORN,Corn,2025-03,282.21,275.64,1.37,6.56,12402.0,-14733.16,-2331.16,3499918.81,-4061107.16,-561188.34,1.19,7286.95,-5251.05,24651.52,1538700.16,44336.18,62608.06,63058.61,-63058.61,8.0,16.0
2025-03-19,CORN,Corn,2025-03,284.22,276.93,1.37,7.29,12402.0,-14733.16,-2331.16,3524871.64,-4080080.52,-555208.88,1.19,5979.46,728.42,23952.17,1530069.16,44437.11,62750.59,63009.16,-63009.16,8.0,16.0
2025-03-20,CORN,Corn,2025-03,281.28,276.67,1.37,4.61,12402.0,-14733.16,-2331.16,3488484.17,-4076245.48,-587761.31,1.19,-32552.43,-31824.01,24493.72,1494017.47,45217.87,63853.11,64272.91,-64272.91,8.0,16.0
2025-03-21,CORN,Corn,2025-03,284.47,278.36,1.37,6.11,7010.0,-23877.88,-16867.88,1994106.66,-6646565.49,-4652458.83,3.41,14636.32,-17187.7,13526.75,1828662.05,45763.2,64623.18,252564.01,-252564.01,7.0,17.0
2025-03-24,CORN,Corn,2025-03,290.14,281.48,1.37,8.66,4623.0,-23877.88,-19254.88,1341307.97,-6721150.44,-5379842.46,5.17,-34824.23,-52011.92,8909.09,1555306.69,47148.08,66578.8,282405.2,-282405.2,7.0,17.0
2025-03-25,CORN,Corn,2025-03,291.23,286.88,1.37,4.35,4623.0,-23877.88,-19254.88,1346365.54,-6850038.46,-5503672.92,5.17,-123830.46,-175842.38,8718.26,1786383.96,63487.27,89651.72,288647.3,-288647.3,7.0,17.0
